state,district,enrolment_bin,risk_pathway,lifecycle_typology,demo_deviation,lifecycle_gap_score,total_update_ratio
Punjab,Pathankot,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.6148103050499871,0,83.97606382978724
Punjab,Patiala,High Enrolment,Capacity Pressure Zone,Healthy lifecycle engagement,2.2479180830997136,0,62.61627486437613
Punjab,S.A.S Nagar(Mohali),Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.717536813922356,0,32.422222222222224
Punjab,SAS Nagar (Mohali),Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.888120289388721,0,77.40878378378379
Punjab,Sangrur,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.9822946313390996,0,91.85791757049893
Punjab,Shaheed Bhagat Singh Nagar,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.5464834544790732,0,77.86501377410468
Punjab,Sri Muktsar Sahib,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.3234694218803016,0,107.75174825174824
Punjab,Tarn Taran,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.6808028714807842,0,65.37669172932331
Rajasthan,Ajmer,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.5023380172565055,0,37.23680870353581
Rajasthan,Alwar,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.7873212968747121,0,24.19481856395299
Rajasthan,Banswara,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.7216625044429037,0,64.27465397923875
Rajasthan,Baran,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,2.0603656891209385,0,47.05029806259314
Rajasthan,Barmer,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.3807502184389755,0,42.30206149545772
Rajasthan,Bharatpur,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.8778798172185581,0,24.590674244381297
Rajasthan,Bhilwara,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.338981675836222,0,34.52754880694143
Rajasthan,Bikaner,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.7459441431829861,0,23.090021231422504
Rajasthan,Bundi,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.9385123431973572,0,42.4814453125
Rajasthan,Chittaurgarh,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.3431447308220222,0,15.924050632911392
Rajasthan,Chittorgarh,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.228479692684716,0,29.633467367769875
Rajasthan,Churu,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.8128332100793351,0,25.75246266285351
Rajasthan,Dausa,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.8663292343868414,0,55.57202024850437
Rajasthan,Deeg,Low Enrolment,Capacity Pressure Zone,"Low enrolment, weak engagement",4.939759036144578,1,93.57142857142856
Rajasthan,Dhaulpur,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.3940084662976229,0,13.702702702702704
Rajasthan,Dholpur,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.1894730063697447,0,26.8604905825668
Rajasthan,Dungarpur,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.7905388403713436,0,63.76681614349776
Rajasthan,Ganganagar,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.634077680610587,0,80.81790865384616
Rajasthan,Hanumangarh,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.458428229009945,0,62.34705621956618
Rajasthan,Jaipur,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.1323853612405272,0,31.39857881136951
Rajasthan,Jaisalmer,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.7791065557437481,0,49.418
Rajasthan,Jalor,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.78775286989203,0,22.16602384291725
Rajasthan,Jhalawar,High Enrolment,Capacity Pressure Zone,Healthy lifecycle engagement,2.1749681077276426,0,48.08695652173913
Rajasthan,Jhunjhunu,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.6983034177526432,0,24.20408163265306
Rajasthan,Jhunjhunun,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.136246743938974,0,44.74954954954955
Rajasthan,Jodhpur,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.8297215605985646,0,24.77148939945001
Rajasthan,Karauli,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.8958461161101887,0,26.1177783287875
Rajasthan,Nagaur,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.8089800595406311,0,28.55669733540447
Rajasthan,Pali,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.258453181977393,0,51.10386904761905
Rajasthan,Pratapgarh,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.361051380695376,0,58.45698166431594
Rajasthan,Rajsamand,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.2141284572351116,0,54.96639784946237
Rajasthan,Sawai Madhopur,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.9177753094178868,0,31.895756765786835
Rajasthan,Sikar,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.9371963018238472,0,37.07085828343313
Rajasthan,Sirohi,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.409970671809776,0,13.22555787445818
Rajasthan,Tonk,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.293120281562366,0,37.76457883369331
Rajasthan,Udaipur,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.5067664726178005,0,43.27282789153293
Sikkim,East,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.7351925183250485,0,62.53846153846154
Sikkim,East Sikkim,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.31439551308683,0,51.0948275862069
Sikkim,Namchi,Low Enrolment,Early Risk Zone (Preventive),"Low enrolment, weak engagement",1.6967871485943775,2,28.666666666666668
Sikkim,North,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.112449799196787,0,29.866666666666667
Sikkim,North Sikkim,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.7650602409638553,0,45.4
Sikkim,South,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.9493358047574916,0,67.38461538461539
Sikkim,South Sikkim,Low Enrolment,Early Risk Zone (Preventive),"Low enrolment, weak engagement",0.1655402096189636,2,7.75880758807588
Sikkim,West,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.163804152781338,0,55.212765957446805
Sikkim,West Sikkim,Low Enrolment,Stable / Monitor Zone,"Low enrolment, weak engagement",0.2414496696463272,1,12.241935483870968
Tamil Nadu,Ariyalur,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.9679463548971368,0,102.72051282051282
Tamil Nadu,Chengalpattu,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.0313565885024658,0,28.22701688555347
Tamil Nadu,Chennai,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,2.165490150895367,0,77.93577188940093
Tamil Nadu,Coimbatore,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,2.1217260193968035,0,88.52303904326416
Tamil Nadu,Cuddalore,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.421699894550486,0,60.08300524934384
Tamil Nadu,Dharmapuri,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.7249398144397133,0,58.16166029492081
Tamil Nadu,Dindigul,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.8394525372621536,0,88.91107941036614
Tamil Nadu,Erode,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.070141980695523,0,77.5245983935743
Tamil Nadu,Kancheepuram,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.8781745339298908,0,64.31156587721316
Tamil Nadu,Kanchipuram,Low Enrolment,Early Risk Zone (Preventive),"Low enrolment, weak engagement",0.0008581333882538,3,0.0284900284900284
Tamil Nadu,Kanniyakumari,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.829317887452788,0,114.05194805194805
Tamil Nadu,Kanyakumari,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.0418729163633018,0,54.09538461538462
Tamil Nadu,Karur,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.5957773970300038,0,43.36734693877551
Tamil Nadu,Krishnagiri,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.3310861419889266,0,84.91390306122449
Tamil Nadu,Madurai,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.6031593782931397,0,66.48976157082748
Tamil Nadu,Mayiladuthurai,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.6790166446131346,0,28.167630057803468
Tamil Nadu,Nagapattinam,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.7128618821221846,0,58.82299012693935
Tamil Nadu,Namakkal,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.7999729986315641,0,74.18677986658581
Tamil Nadu,Perambalur,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.6730271464967376,0,79.93586005830903
Tamil Nadu,Pudukkottai,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.057742459809083,0,52.89856801909308
Tamil Nadu,Ramanathapuram,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.8574348514557051,0,74.54604786076867
Tamil Nadu,Ranipet,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.1311914323962515,0,29.916666666666668
Tamil Nadu,Salem,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.5935977180791356,0,75.35516739446871
Tamil Nadu,Sivaganga,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.6787133764057622,0,62.811623246492985
Tamil Nadu,Tenkasi,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.7963769973511066,0,29.037825059101653
Tamil Nadu,Thanjavur,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.0764429913515796,0,79.8090034965035
Tamil Nadu,Theni,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.058774224619135,0,84.27822944896116
Tamil Nadu,Thiruvallur,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.1146190601823351,0,6.671532846715328
Tamil Nadu,Thiruvarur,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.7137613450086132,0,51.56785955435517
Tamil Nadu,Thoothukkudi,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.7989920345568852,0,82.83898305084746
Tamil Nadu,Tiruchirappalli,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.101654167575293,0,57.17040875071963
Tamil Nadu,Tirunelveli,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.3833075700593631,0,71.65016835016834
Tamil Nadu,Tirupattur,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.0098886110479657,0,45.42767295597484
Tamil Nadu,Tiruppur,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.4336492016575706,0,86.52562151192288
Tamil Nadu,Tiruvallur,High Enrolment,Capacity Pressure Zone,Healthy lifecycle engagement,2.306970036926433,0,76.97844827586206
Tamil Nadu,Tiruvannamalai,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.3961896374426817,0,62.07460252751733
Tamil Nadu,Vellore,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.3548180984329,0,60.30622009569378
Tamil Nadu,Villupuram,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.7608147978583139,0,47.284444444444446
Tamil Nadu,Viluppuram,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.4537128979652609,0,43.01274561869357
Tamil Nadu,Virudhunagar,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.054974832797548,0,73.74885321100918
Telangana,Adilabad,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.3537474066800892,0,77.09982332155477
Telangana,Bhadradri Kothagudem,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.6391327528948935,0,21.642317380352644
Telangana,Hanumakonda,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.687751004016064,0,47.025
Telangana,Hyderabad,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.9047551372569788,0,21.934974110685225
Telangana,Jagitial,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.8584793810072543,0,31.41320754716981
Telangana,Jangaon,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.8723784024988843,0,18.96296296296296
Telangana,Jangoan,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.6226785595420354,0,40.41988950276243
Telangana,Jayashankar Bhupalpally,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,2.140162071774643,0,47.26690391459075
Telangana,Jogulamba Gadwal,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.8687743629819664,0,49.3734375
Telangana,K.v. Rangareddy,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.8374387838178412,0,52.99092131809012
Telangana,Kamareddy,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.9576728179227672,0,32.73884514435696
Telangana,Karimnagar,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.1700463377875143,0,71.72524869729986
Telangana,Khammam,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.0310397577500894,0,47.61045426260112
Telangana,Komaram Bheem,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,2.086479250334672,0,50.51111111111111
Telangana,Mahabubabad,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.24225428414865,0,36.933928571428574
Telangana,Mahabubnagar,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.3912629939432657,0,55.18255419169496
Telangana,Mancherial,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,2.1416806466371816,0,57.74430379746836
Telangana,Medak,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.9655871265048076,0,44.75565443084909
Telangana,Medchal-malkajgiri,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,2.139921151841812,0,58.661732050333086
Telangana,Medchal−malkajgiri,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.2727680909975305,0,17.074534161490682
Telangana,Mulugu,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.1743485570187728,0,31.281976744186046
Telangana,Nagarkurnool,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.109844029987597,0,37.03260869565217
Telangana,Nirmal,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.8022725093185172,0,51.737827715355806
Telangana,Peddapalli,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.3041354607619666,0,43.21171171171172
Telangana,Rajanna Sircilla,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.423749472598565,0,46.32684824902724
Telangana,Rangareddy,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.9977870666338824,0,56.1530612244898
Telangana,Sangareddy,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.468715583042517,0,45.70203160270881
Telangana,Siddipet,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.6022092268116683,0,46.25356576862124
Telangana,Suryapet,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.718446921123027,0,53.31586021505376
Telangana,Vikarabad,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.939215008634718,0,47.90208333333333
Telangana,Wanaparthy,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.2346714882208554,0,36.14935064935065
Telangana,Warangal,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.8321766894921223,0,83.25096525096525
Telangana,Warangal Rural,Low Enrolment,Capacity Pressure Zone,Healthy lifecycle engagement,2.304341332271233,0,59.24380165289256
Telangana,Warangal Urban,Low Enrolment,Capacity Pressure Zone,Healthy lifecycle engagement,2.7216679216867465,0,70.234375
Telangana,Yadadri.,Medium Enrolment,Capacity Pressure Zone,Healthy lifecycle engagement,2.167840066671881,0,56.40879478827362
Tripura,Dhalai,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.7070912584796377,0,60.93508500772798
Tripura,Dhalai  *,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.7122608079376329,0,44.41176470588236
Tripura,Gomati,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.2516102144426764,0,59.5251572327044
Tripura,Khowai,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.0491195551436514,0,78.61538461538461
Tripura,North Tripura,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.7134872567401055,0,71.46852122986823
Tripura,Sepahijala,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.6187275234498597,0,33.621656050955416
Tripura,South Tripura,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.364434520748265,0,90.98785425101217
Tripura,Unakoti,Low Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.5177910083915428,0,62.31906614785992
Tripura,West Tripura,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.3005440558339938,0,96.1856884057971
Uttar Pradesh,Agra,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.5077052322178036,0,16.18641707058889
Uttar Pradesh,Aligarh,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.6101703338956243,0,15.976894535642003
Uttar Pradesh,Allahabad,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,2.0639171123403197,0,67.5968619246862
Uttar Pradesh,Ambedkar Nagar,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.3366679475242216,0,37.56601876675603
Uttar Pradesh,Amethi,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.5903711897317276,0,47.77258193445244
Uttar Pradesh,Amroha,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.5289670855805717,0,39.25501346902125
Uttar Pradesh,Auraiya,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.2569895123674588,0,60.797413793103445
Uttar Pradesh,Ayodhya,Medium Enrolment,Stable / Monitor Zone,Mixed or transitional pattern,0.5009184260832817,1,15.008595988538682
Uttar Pradesh,Azamgarh,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.8621585388290461,0,23.32634102487264
Uttar Pradesh,Baghpat,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.98228451368834,0,26.198546415593
Uttar Pradesh,Bahraich,High Enrolment,Stable / Monitor Zone,"High enrolment, weak engagement",0.2293444931651904,1,7.527522935779817
Uttar Pradesh,Ballia,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.624716427409269,0,49.09501327825317
Uttar Pradesh,Balrampur,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.6327275632821546,0,19.013719512195124
Uttar Pradesh,Banda,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.5485097123486712,0,17.336344474555858
Uttar Pradesh,Bara Banki,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.836806629545659,0,59.23
Uttar Pradesh,Barabanki,Medium Enrolment,Stable / Monitor Zone,Mixed or transitional pattern,0.0624118758586206,1,2.72704465629704
Uttar Pradesh,Bareilly,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.8201248995482733,0,20.30638124600081
Uttar Pradesh,Basti,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.2594960503017052,0,38.636830102622575
Uttar Pradesh,Bhadohi,Low Enrolment,Capacity Pressure Zone,Healthy lifecycle engagement,2.74900649719296,0,72.83769633507853
Uttar Pradesh,Bijnor,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,2.0503049615994744,0,50.5976164340599
Uttar Pradesh,Budaun,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.117008054936074,0,22.20620275678079
Uttar Pradesh,Bulandshahar,Low Enrolment,Stable / Monitor Zone,"Low enrolment, weak engagement",0.2440932561414488,1,5.1688311688311686
Uttar Pradesh,Bulandshahr,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.4026086263912538,0,35.24256837098692
Uttar Pradesh,Chandauli,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.8963919350250799,0,23.077397743300423
Uttar Pradesh,Chitrakoot,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.031589158759931,0,53.39061421670117
Uttar Pradesh,Deoria,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.235112219256984,0,38.50534045393859
Uttar Pradesh,Etah,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.3840647039301056,0,13.372870819346016
Uttar Pradesh,Etawah,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.0200253218019215,0,29.04274465691789
Uttar Pradesh,Faizabad,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.4896553968808175,0,47.01044176706827
Uttar Pradesh,Farrukhabad,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.0144063084013393,0,47.44554924242424
Uttar Pradesh,Fatehpur,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.8279370764792957,0,23.11206772851198
Uttar Pradesh,Firozabad,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.046751498830594,0,23.399498746867167
Uttar Pradesh,Gautam Buddha Nagar,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.8210498730313319,0,15.226225354343178
Uttar Pradesh,Ghaziabad,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.1835353798526262,0,25.588477995110026
Uttar Pradesh,Ghazipur,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.673470164937491,0,45.826614750343566
Uttar Pradesh,Gonda,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.9108281454627198,0,26.271108179419524
Uttar Pradesh,Gorakhpur,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.7984756432988586,0,22.120618651047863
Uttar Pradesh,Hamirpur,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.995742551385132,0,50.45007342143906
Uttar Pradesh,Hapur,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.5998035072483731,0,16.98514501296864
Uttar Pradesh,Hardoi,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.4713235162204901,0,15.2436720582788
Uttar Pradesh,Hathras,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.013174076517014,0,32.56196513470682
Uttar Pradesh,Jalaun,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.2945298791454207,0,39.06762705082033
Uttar Pradesh,Jaunpur,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.1689545645155812,0,33.25667844522968
Uttar Pradesh,Jhansi,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.5093481151008794,0,50.8020873598763
Uttar Pradesh,Jyotiba Phule Nagar,Low Enrolment,Stable / Monitor Zone,"Low enrolment, weak engagement",0.4314030314807617,1,9.709677419354838
Uttar Pradesh,Kannauj,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.9957346515782668,0,28.74002493765586
Uttar Pradesh,Kanpur Dehat,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.8697220869774653,0,22.72637547249055
Uttar Pradesh,Kanpur Nagar,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.6485342073402266,0,17.175298804780876
Uttar Pradesh,Kasganj,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.6660420822217148,0,23.96125772038181
Uttar Pradesh,Kaushambi,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.3020530940844126,0,37.520670714079216
Uttar Pradesh,Kheri,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.7344882549136287,0,18.76726073533539
Uttar Pradesh,Kushinagar,High Enrolment,Capacity Pressure Zone,Healthy lifecycle engagement,2.3234372946019297,0,54.09086606720303
Uttar Pradesh,Lalitpur,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.8598908584193354,0,49.07099614749587
Uttar Pradesh,Lucknow,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.923520654365684,0,24.042671035182156
Uttar Pradesh,Maharajganj,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.5315860534949931,0,13.008497355414896
Uttar Pradesh,Mahoba,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.9256355919327692,0,51.20147874306839
Uttar Pradesh,Mainpuri,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.5825540618637234,0,15.317639865484562
Uttar Pradesh,Mathura,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.2524552653701229,0,33.07410358565737
Uttar Pradesh,Mau,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.7165240994641051,0,45.51557750759879
Uttar Pradesh,Meerut,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.6599965021328251,0,17.296403794421632
Uttar Pradesh,Mirzapur,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.5065670835585423,0,44.42390615091946
Uttar Pradesh,Moradabad,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.7008509540706452,0,16.87456911712979
Uttar Pradesh,Muzaffarnagar,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.2736574402805123,0,38.42656493844287
Uttar Pradesh,Pilibhit,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.9044954454182658,0,21.60472129783694
Uttar Pradesh,Pratapgarh,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.5385328478658913,0,46.49140798226164
Uttar Pradesh,Prayagraj,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.5805145449242606,0,20.868775629759813
Uttar Pradesh,Rae Bareli,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,2.016783498870054,0,57.19094960575934
Uttar Pradesh,Raebareli,Low Enrolment,Stable / Monitor Zone,"Low enrolment, weak engagement",0.4216867469879518,1,14.0
Uttar Pradesh,Rampur,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.7051444352876587,0,15.11482254697286
Uttar Pradesh,Saharanpur,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.9487969520797194,0,25.22243788819876
Uttar Pradesh,Sambhal,High Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.6008439018307552,0,41.80041031652989
Uttar Pradesh,Sant Kabir Nagar,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,1.3776339294609945,0,60.681
Uttar Pradesh,Sant Ravidas Nagar,Medium Enrolment,Stable / Monitor Zone,Healthy lifecycle engagement,0.9509485365879324,0,51.28589500316256
