date,state,district,age_0_5,age_5_17,age_18_greater
2025-09-09,Orissa,Balangir,13,7,0
2025-09-09,Orissa,Baleshwar,6,0,0
2025-09-09,Orissa,Bargarh,3,0,0
2025-09-09,Orissa,Bhadrak,10,3,0
2025-09-09,Orissa,Cuttack,3,0,0
2025-09-09,Orissa,Dhenkanal,0,1,0
2025-09-09,Orissa,Ganjam,4,2,0
2025-09-09,Orissa,Jajapur,2,0,0
2025-09-09,Orissa,Kalahandi,1,0,0
2025-09-09,Orissa,Kandhamal,2,0,0
2025-09-09,Orissa,Kendrapara,2,0,0
2025-09-09,Orissa,Kendujhar,1,0,0
2025-09-09,Orissa,Khordha,12,3,0
2025-09-09,Orissa,Malkangiri,2,0,0
2025-09-09,Orissa,Mayurbhanj,2,0,0
2025-09-09,Orissa,Nayagarh,2,1,0
2025-09-09,Orissa,Puri,2,2,0
2025-09-09,Orissa,Rayagada,5,0,0
2025-09-09,Orissa,Sundargarh,3,0,0
2025-09-09,Pondicherry,Karaikal,6,0,0
2025-09-09,Pondicherry,Pondicherry,40,1,0
2025-09-09,Pondicherry,Yanam,1,0,0
2025-09-09,Puducherry,Karaikal,4,2,0
2025-09-09,Puducherry,Puducherry,32,2,0
2025-09-09,Punjab,Amritsar,85,17,1
2025-09-09,Punjab,Barnala,17,2,0
2025-09-09,Punjab,Bathinda,51,5,0
2025-09-09,Punjab,Faridkot,16,1,0
2025-09-09,Punjab,Fatehgarh Sahib,18,2,0
2025-09-09,Punjab,Fazilka,54,12,0
2025-09-09,Punjab,Ferozepur,25,2,0
2025-09-09,Punjab,Firozpur,13,0,0
2025-09-09,Punjab,Gurdaspur,63,5,0
2025-09-09,Punjab,Hoshiarpur,59,3,0
2025-09-09,Punjab,Jalandhar,73,12,1
2025-09-09,Punjab,Kapurthala,15,2,4
2025-09-09,Punjab,Ludhiana,149,31,1
2025-09-09,Punjab,Malerkotla,16,2,0
2025-09-09,Punjab,Mansa,20,3,1
2025-09-09,Punjab,Moga,45,2,0
2025-09-09,Punjab,Muktsar,9,0,0
2025-09-09,Punjab,Nawanshahr,2,0,0
2025-09-09,Punjab,Pathankot,33,3,0
2025-09-09,Punjab,Patiala,78,7,0
2025-09-09,Punjab,Rupnagar,39,2,0
2025-09-09,Punjab,S.A.S Nagar(Mohali),2,0,0
2025-09-09,Punjab,SAS Nagar (Mohali),37,12,0
2025-09-09,Punjab,Sangrur,33,4,0
2025-09-09,Punjab,Shaheed Bhagat Singh Nagar,15,1,0
2025-09-09,Punjab,Sri Muktsar Sahib,30,2,0
2025-09-09,Punjab,Tarn Taran,56,5,0
2025-09-09,Rajasthan,Ajmer,196,67,1
2025-09-09,Rajasthan,Alwar,315,124,3
2025-09-09,Rajasthan,Banswara,92,52,1
2025-09-09,Rajasthan,Baran,114,46,1
2025-09-09,Rajasthan,Barmer,239,93,2
2025-09-09,Rajasthan,Bharatpur,286,154,2
2025-09-09,Rajasthan,Bhilwara,222,59,2
2025-09-09,Rajasthan,Bikaner,142,99,0
2025-09-09,Rajasthan,Bundi,76,23,0
2025-09-09,Rajasthan,Chittaurgarh,8,1,0
2025-09-09,Rajasthan,Chittorgarh,92,25,2
2025-09-09,Rajasthan,Churu,170,66,1
2025-09-09,Rajasthan,Dausa,131,24,0
2025-09-09,Rajasthan,Deeg ,0,1,0
2025-09-09,Rajasthan,Dhaulpur,1,0,0
2025-09-09,Rajasthan,Dholpur,154,67,0
2025-09-09,Rajasthan,Dungarpur,79,63,1
2025-09-09,Rajasthan,Ganganagar,100,31,0
2025-09-09,Rajasthan,Hanumangarh,92,21,2
2025-09-09,Rajasthan,Jaipur,429,145,2
2025-09-09,Rajasthan,Jaisalmer,48,30,0
2025-09-09,Rajasthan,Jalor,178,71,0
2025-09-09,Rajasthan,Jhalawar,154,38,2
2025-09-09,Rajasthan,Jhunjhunu,4,3,0
2025-09-09,Rajasthan,Jhunjhunun,189,45,1
2025-09-09,Rajasthan,Jodhpur,277,125,6
2025-09-09,Rajasthan,Karauli,123,39,1
2025-09-09,Rajasthan,Kota,121,29,6
2025-09-09,Rajasthan,Nagaur,318,103,0
2025-09-09,Rajasthan,Pali,221,53,1
2025-09-09,Rajasthan,Pratapgarh,91,38,0
2025-09-09,Rajasthan,Rajsamand,68,33,0
2025-09-09,Rajasthan,Sawai Madhopur,138,32,0
2025-09-09,Rajasthan,Sikar,259,83,0
2025-09-09,Rajasthan,Sirohi,85,47,0
2025-09-09,Rajasthan,Tonk,113,27,0
2025-09-09,Rajasthan,Udaipur,195,122,0
2025-09-09,Sikkim,East,5,5,0
2025-09-09,Sikkim,East Sikkim,0,2,0
2025-09-09,Sikkim,Namchi,1,0,1
2025-09-09,Sikkim,North,0,1,0
2025-09-09,Sikkim,South,5,3,0
2025-09-09,Sikkim,South Sikkim,2,0,0
2025-09-09,Sikkim,West,2,7,0
2025-09-09,Sikkim,West Sikkim,1,3,0
2025-09-09,Tamil Nadu,Ariyalur,32,1,0
2025-09-09,Tamil Nadu,Chengalpattu,7,1,1
2025-09-09,Tamil Nadu,Chennai,95,30,1
2025-09-09,Tamil Nadu,Coimbatore,88,25,1
2025-09-09,Tamil Nadu,Cuddalore,150,19,0
2025-09-09,Tamil Nadu,Dharmapuri,73,14,0
2025-09-09,Tamil Nadu,Dindigul,79,24,0
2025-09-09,Tamil Nadu,Erode,96,15,0
2025-09-09,Tamil Nadu,Kallakurichi,15,2,0
2025-09-09,Tamil Nadu,Kancheepuram,140,33,1
2025-09-09,Tamil Nadu,Kanniyakumari,53,1,0
2025-09-09,Tamil Nadu,Kanyakumari,31,1,0
2025-09-09,Tamil Nadu,Karur,74,17,0
2025-09-09,Tamil Nadu,Krishnagiri,85,15,0
2025-09-09,Tamil Nadu,Madurai,169,12,0
2025-09-09,Tamil Nadu,Mayiladuthurai,9,0,0
2025-09-09,Tamil Nadu,Nagapattinam,55,22,0
2025-09-09,Tamil Nadu,Namakkal,89,9,0
2025-09-09,Tamil Nadu,Perambalur,32,5,0
2025-09-09,Tamil Nadu,Pudukkottai,98,20,0
2025-09-09,Tamil Nadu,Ramanathapuram,49,10,0
2025-09-09,Tamil Nadu,Salem,165,19,0
2025-09-09,Tamil Nadu,Sivaganga,73,6,0
2025-09-09,Tamil Nadu,Tenkasi,24,4,0
2025-09-09,Tamil Nadu,Thanjavur,97,25,0
2025-09-09,Tamil Nadu,The Nilgiris,21,6,0
2025-09-09,Tamil Nadu,Theni,54,16,0
2025-09-09,Tamil Nadu,Thiruvallur,1,1,0
2025-09-09,Tamil Nadu,Thiruvarur,70,23,0
2025-09-09,Tamil Nadu,Thoothukkudi,88,10,0
2025-09-09,Tamil Nadu,Tiruchirappalli,281,21,0
2025-09-09,Tamil Nadu,Tirunelveli,133,18,0
2025-09-09,Tamil Nadu,Tirupattur,18,1,0
2025-09-09,Tamil Nadu,Tiruppur,90,15,0
2025-09-09,Tamil Nadu,Tiruvallur,112,38,0
2025-09-09,Tamil Nadu,Tiruvannamalai,92,17,1
2025-09-09,Tamil Nadu,Vellore,132,22,0
2025-09-09,Tamil Nadu,Villupuram,107,22,0
2025-09-09,Tamil Nadu,Viluppuram,71,10,0
2025-09-09,Tamil Nadu,Virudhunagar,83,5,0
2025-09-09,Telangana,Adilabad,73,4,0
2025-09-09,Telangana,Bhadradri Kothagudem,43,6,0
2025-09-09,Telangana,Hanumakonda,18,0,0
2025-09-09,Telangana,Hyderabad,254,57,4
2025-09-09,Telangana,Jagitial,34,0,0
2025-09-09,Telangana,Jangoan,18,2,0
2025-09-09,Telangana,Jayashankar Bhupalpally,18,3,0
2025-09-09,Telangana,Jogulamba Gadwal,43,5,0
2025-09-09,Telangana,K.v. Rangareddy,307,67,2
2025-09-09,Telangana,Kamareddy,55,1,0
2025-09-09,Telangana,Karimnagar,127,15,0
2025-09-09,Telangana,Khammam,66,32,1
2025-09-09,Telangana,Komaram Bheem,28,8,0
2025-09-09,Telangana,Mahabubabad,32,2,0
2025-09-09,Telangana,Mahabubnagar,231,71,0
2025-09-09,Telangana,Mancherial,20,10,0
2025-09-09,Telangana,Medak,187,56,0
2025-09-09,Telangana,Medchal-malkajgiri,68,15,0
2025-09-09,Telangana,Medchal−malkajgiri,7,3,0
2025-09-09,Telangana,Mulugu,13,6,0
2025-09-09,Telangana,Nagarkurnool,43,9,0
2025-09-09,Telangana,Nalgonda,163,25,0
2025-09-09,Telangana,Narayanpet,32,4,0
2025-09-09,Telangana,Nirmal,35,0,0
2025-09-09,Telangana,Nizamabad,168,19,1
2025-09-09,Telangana,Peddapalli,9,6,0
2025-09-09,Telangana,Rajanna Sircilla,15,1,0
2025-09-09,Telangana,Rangareddy,7,1,0
2025-09-09,Telangana,Sangareddy,67,8,1
2025-09-09,Telangana,Siddipet,34,3,0
2025-09-09,Telangana,Suryapet,44,8,0
2025-09-09,Telangana,Vikarabad,61,15,0
2025-09-09,Telangana,Wanaparthy,37,5,0
2025-09-09,Telangana,Warangal,64,21,0
2025-09-09,Telangana,Warangal Rural,9,2,0
2025-09-09,Telangana,Warangal Urban,12,1,0
2025-09-09,Telangana,Yadadri.,42,11,0
2025-09-09,Tripura,Dhalai,16,13,0
2025-09-09,Tripura,Dhalai  *,4,0,0
2025-09-09,Tripura,Gomati,8,2,0
2025-09-09,Tripura,Khowai,1,1,2
2025-09-09,Tripura,North Tripura,17,6,0
2025-09-09,Tripura,Sepahijala,22,6,0
2025-09-09,Tripura,South Tripura,44,31,0
2025-09-09,Tripura,Unakoti,5,3,1
2025-09-09,Tripura,West Tripura,30,11,0
2025-09-09,Uttar Pradesh,Agra,185,132,6
2025-09-09,Uttar Pradesh,Aligarh,150,145,0
2025-09-09,Uttar Pradesh,Allahabad,163,162,0
2025-09-09,Uttar Pradesh,Ambedkar Nagar,90,113,1
2025-09-09,Uttar Pradesh,Amethi,110,99,1
2025-09-09,Uttar Pradesh,Amroha,59,51,1
2025-09-09,Uttar Pradesh,Auraiya,52,39,0
2025-09-09,Uttar Pradesh,Ayodhya,18,8,0
2025-09-09,Uttar Pradesh,Azamgarh,111,196,1
2025-09-09,Uttar Pradesh,Baghpat,84,80,5
2025-09-09,Uttar Pradesh,Bahraich,155,288,23
2025-09-09,Uttar Pradesh,Ballia,97,106,0
2025-09-09,Uttar Pradesh,Balrampur,55,93,0
2025-09-09,Uttar Pradesh,Banda,66,104,0
2025-09-09,Uttar Pradesh,Bara Banki,162,69,1
2025-09-09,Uttar Pradesh,Barabanki,8,9,0
2025-09-09,Uttar Pradesh,Bareilly,207,153,4
2025-09-09,Uttar Pradesh,Basti,100,82,0
2025-09-09,Uttar Pradesh,Bhadohi,4,3,0
2025-09-09,Uttar Pradesh,Bijnor,182,93,0
2025-09-09,Uttar Pradesh,Budaun,128,163,9
2025-09-09,Uttar Pradesh,Bulandshahar,2,1,0
2025-09-09,Uttar Pradesh,Bulandshahr,134,142,2
2025-09-09,Uttar Pradesh,Chandauli,103,120,2
2025-09-09,Uttar Pradesh,Chitrakoot,43,43,0
2025-09-09,Uttar Pradesh,Deoria,70,91,0
2025-09-09,Uttar Pradesh,Etah,55,47,1
2025-09-09,Uttar Pradesh,Etawah,87,69,1
2025-09-09,Uttar Pradesh,Faizabad,87,75,0
2025-09-09,Uttar Pradesh,Farrukhabad,65,91,1
2025-09-09,Uttar Pradesh,Fatehpur,105,94,1
2025-09-09,Uttar Pradesh,Firozabad,117,85,1
2025-09-09,Uttar Pradesh,Gautam Buddha Nagar,57,100,3
2025-09-09,Uttar Pradesh,Ghaziabad,130,120,0
2025-09-09,Uttar Pradesh,Ghazipur,107,182,0
2025-09-09,Uttar Pradesh,Gonda,144,142,5
2025-09-09,Uttar Pradesh,Gorakhpur,106,144,4
2025-09-09,Uttar Pradesh,Hamirpur,56,51,0
2025-09-09,Uttar Pradesh,Hapur,56,27,0
2025-09-09,Uttar Pradesh,Hardoi,149,140,2
2025-09-09,Uttar Pradesh,Hathras,61,50,4
2025-09-09,Uttar Pradesh,Jalaun,58,53,0
2025-09-09,Uttar Pradesh,Jaunpur,104,187,0
2025-09-09,Uttar Pradesh,Jhansi,78,59,2
2025-09-09,Uttar Pradesh,Jyotiba Phule Nagar,1,0,0
2025-09-09,Uttar Pradesh,Kannauj,72,68,1
2025-09-09,Uttar Pradesh,Kanpur Dehat,80,60,1
2025-09-09,Uttar Pradesh,Kanpur Nagar,158,207,6
2025-09-09,Uttar Pradesh,Kasganj,32,41,2
2025-09-09,Uttar Pradesh,Kaushambi,64,76,0
2025-09-09,Uttar Pradesh,Kheri,184,272,8
2025-09-09,Uttar Pradesh,Kushinagar,81,118,0
2025-09-09,Uttar Pradesh,Lalitpur,58,35,0
2025-09-09,Uttar Pradesh,Lucknow,190,176,1
2025-09-09,Uttar Pradesh,Maharajganj,87,153,3
2025-09-09,Uttar Pradesh,Mahoba,44,33,0
2025-09-09,Uttar Pradesh,Mainpuri,89,126,0
2025-09-09,Uttar Pradesh,Mathura,87,118,0
2025-09-09,Uttar Pradesh,Mau,45,107,1
2025-09-09,Uttar Pradesh,Meerut,206,121,1
2025-09-09,Uttar Pradesh,Mirzapur,134,157,0
2025-09-09,Uttar Pradesh,Moradabad,183,60,3
2025-09-09,Uttar Pradesh,Muzaffarnagar,115,77,0
2025-09-09,Uttar Pradesh,Pilibhit,115,62,1
2025-09-09,Uttar Pradesh,Pratapgarh,113,119,0
2025-09-09,Uttar Pradesh,Prayagraj,26,12,1
2025-09-09,Uttar Pradesh,Rae Bareli,116,87,1
2025-09-09,Uttar Pradesh,Rampur,87,60,4
2025-09-09,Uttar Pradesh,Saharanpur,154,76,1
2025-09-09,Uttar Pradesh,Sambhal,102,99,1
2025-09-09,Uttar Pradesh,Sant Kabir Nagar,46,61,0
2025-09-09,Uttar Pradesh,Sant Ravidas Nagar,43,66,1
2025-09-09,Uttar Pradesh,Sant Ravidas Nagar Bhadohi,1,0,0
2025-09-09,Uttar Pradesh,Shahjahanpur,116,107,1
2025-09-09,Uttar Pradesh,Shamli,63,52,1
2025-09-09,Uttar Pradesh,Shrawasti,29,96,2
2025-09-09,Uttar Pradesh,Siddharthnagar,110,207,4
2025-09-09,Uttar Pradesh,Sitapur,207,264,2
2025-09-09,Uttar Pradesh,Sonbhadra,83,63,0
2025-09-09,Uttar Pradesh,Sultanpur,102,117,1
2025-09-09,Uttar Pradesh,Unnao,119,126,3
2025-09-09,Uttar Pradesh,Varanasi,107,209,1
2025-09-09,Uttarakhand,Almora,27,2,0
2025-09-09,Uttarakhand,Bageshwar,19,1,0
2025-09-09,Uttarakhand,Chamoli,22,5,0
2025-09-09,Uttarakhand,Champawat,23,0,0
2025-09-09,Uttarakhand,Dehradun,94,17,0
2025-09-09,Uttarakhand,Garhwal,2,0,0
2025-09-09,Uttarakhand,Haridwar,86,27,1
2025-09-09,Uttarakhand,Nainital,72,13,0
2025-09-09,Uttarakhand,Pauri Garhwal,28,2,0
2025-09-09,Uttarakhand,Pithoragarh,26,3,0
2025-09-09,Uttarakhand,Rudraprayag,23,3,0
2025-09-09,Uttarakhand,Tehri Garhwal,61,7,1
2025-09-09,Uttarakhand,Udham Singh Nagar,124,32,0
2025-09-09,Uttarakhand,Uttarkashi,11,4,1
2025-09-09,West  Bengal,Hooghly,1,0,0
2025-09-09,West Bengal,Alipurduar,30,5,2
2025-09-09,West Bengal,Bankura,167,35,3
2025-09-09,West Bengal,Barddhaman,313,73,1
2025-09-09,West Bengal,Bardhaman,43,9,0
2025-09-09,West Bengal,Birbhum,173,38,1
2025-09-09,West Bengal,Cooch Behar,122,63,1
2025-09-09,West Bengal,Dakshin Dinajpur,92,19,1
2025-09-09,West Bengal,Darjeeling,67,18,2
2025-09-09,West Bengal,Darjiling,16,3,0
2025-09-09,West Bengal,East Midnapore,24,9,0
2025-09-09,West Bengal,Haora,35,11,0
2025-09-09,West Bengal,Hooghly,205,80,1
2025-09-09,West Bengal,Howrah,199,58,2
2025-09-09,West Bengal,Hugli,4,3,0
2025-09-09,West Bengal,Jalpaiguri,124,58,5
2025-09-09,West Bengal,Jhargram,15,4,1
2025-09-09,West Bengal,Kalimpong,3,1,0
2025-09-09,West Bengal,Koch Bihar,40,20,0
2025-09-09,West Bengal,Kolkata,84,63,8
2025-09-09,West Bengal,Malda,194,68,1
2025-09-09,West Bengal,Maldah,19,14,0
2025-09-09,West Bengal,Murshidabad,684,101,0
2025-09-09,West Bengal,Nadia,237,52,8
2025-09-09,West Bengal,North 24 Parganas,417,103,12
2025-09-09,West Bengal,North Dinajpur,5,0,0
2025-09-09,West Bengal,North Twenty Four Parganas,22,4,0
2025-09-09,West Bengal,Paschim Bardhaman,26,9,1
2025-09-09,West Bengal,Paschim Medinipur,323,89,2
2025-09-09,West Bengal,Purba Bardhaman,51,3,3
2025-09-09,West Bengal,Purba Medinipur,297,31,0
2025-09-09,West Bengal,Purulia,12,10,0
2025-09-09,West Bengal,Puruliya,294,91,2
2025-09-09,West Bengal,South 24 Parganas,348,119,7
2025-09-09,West Bengal,South Dinajpur,8,0,0
2025-09-09,West Bengal,South Twenty Four Parganas,49,18,0
2025-09-09,West Bengal,Uttar Dinajpur,255,123,4
2025-09-09,West Bengal,West Midnapore,37,19,0
2025-09-09,andhra pradesh,rangareddi,1,0,0
2025-09-11,Andaman & Nicobar Islands,Andamans,2,0,0
2025-09-11,Andaman and Nicobar Islands,South Andaman,2,0,0
2025-09-11,Andhra Pradesh,Adilabad,9,1,0
2025-09-11,Andhra Pradesh,Alluri Sitharama Raju,6,0,0
2025-09-11,Andhra Pradesh,Anakapalli,7,0,0
2025-09-11,Andhra Pradesh,Anantapur,27,2,0
2025-09-11,Andhra Pradesh,Ananthapur,17,1,0
2025-09-11,Andhra Pradesh,Ananthapuramu,19,0,0
2025-09-11,Andhra Pradesh,Annamayya,9,0,0
2025-09-11,Andhra Pradesh,Bapatla,4,0,0
2025-09-11,Andhra Pradesh,Chittoor,68,3,0
2025-09-11,Andhra Pradesh,Cuddapah,49,2,0
2025-09-11,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,4,0,0
2025-09-11,Andhra Pradesh,East Godavari,59,3,0
2025-09-11,Andhra Pradesh,Eluru,5,0,0
2025-09-11,Andhra Pradesh,Guntur,62,8,0
2025-09-11,Andhra Pradesh,Hyderabad,52,10,0
2025-09-11,Andhra Pradesh,K.V.Rangareddy,1,0,0
2025-09-11,Andhra Pradesh,Kakinada,11,0,0
2025-09-11,Andhra Pradesh,Karimnagar,6,0,0
2025-09-11,Andhra Pradesh,Khammam,9,0,0
2025-09-11,Andhra Pradesh,Krishna,76,3,0
2025-09-11,Andhra Pradesh,Kurnool,105,8,0
2025-09-11,Andhra Pradesh,Mahabub Nagar,9,2,0
2025-09-11,Andhra Pradesh,Mahbubnagar,7,0,0
2025-09-11,Andhra Pradesh,Medak,9,2,0
2025-09-11,Andhra Pradesh,N. T. R,10,0,0
2025-09-11,Andhra Pradesh,Nalgonda,7,3,0
2025-09-11,Andhra Pradesh,Nandyal,6,0,0
2025-09-11,Andhra Pradesh,Nellore,39,4,0
2025-09-11,Andhra Pradesh,Nizamabad,2,1,0
2025-09-11,Andhra Pradesh,Palnadu,3,0,0
2025-09-11,Andhra Pradesh,Parvathipuram Manyam,2,0,0
2025-09-11,Andhra Pradesh,Prakasam,58,7,0
2025-09-11,Andhra Pradesh,Rangareddi,10,4,0
2025-09-11,Andhra Pradesh,Sri Potti Sriramulu Nellore,7,2,0
2025-09-11,Andhra Pradesh,Sri Sathya Sai,11,0,0
2025-09-11,Andhra Pradesh,Srikakulam,38,1,0
2025-09-11,Andhra Pradesh,Tirupati,1,0,0
2025-09-11,Andhra Pradesh,Visakhapatnam,67,1,0
2025-09-11,Andhra Pradesh,Vizianagaram,45,1,0
2025-09-11,Andhra Pradesh,Warangal,9,1,0
2025-09-11,Andhra Pradesh,West Godavari,57,2,0
2025-09-11,Andhra Pradesh,Y. S. R,12,0,0
2025-09-11,Arunachal Pradesh,Changlang,4,5,0
2025-09-11,Arunachal Pradesh,East Kameng,2,3,0
2025-09-11,Arunachal Pradesh,East Siang,2,0,0
2025-09-11,Arunachal Pradesh,Lohit,0,1,0
2025-09-11,Arunachal Pradesh,Longding,0,3,0
2025-09-11,Arunachal Pradesh,Lower Subansiri,1,0,0
2025-09-11,Arunachal Pradesh,Papum Pare,1,2,0
2025-09-11,Arunachal Pradesh,Tirap,1,0,0
2025-09-11,Arunachal Pradesh,West Siang,0,1,0
2025-09-11,Assam,Baksa,10,4,0
2025-09-11,Assam,Barpeta,46,9,0
2025-09-11,Assam,Biswanath,6,2,0
2025-09-11,Assam,Bongaigaon,9,1,0
2025-09-11,Assam,Cachar,40,20,0
2025-09-11,Assam,Charaideo,5,1,0
2025-09-11,Assam,Chirang,8,3,0
2025-09-11,Assam,Darrang,22,8,4
2025-09-11,Assam,Dhemaji,13,8,0
2025-09-11,Assam,Dhubri,65,20,0
2025-09-11,Assam,Dibrugarh,16,4,0
2025-09-11,Assam,Goalpara,45,5,0
2025-09-11,Assam,Golaghat,15,8,0
2025-09-11,Assam,Hailakandi,16,5,0
2025-09-11,Assam,Hojai,11,6,0
2025-09-11,Assam,Jorhat,16,0,0
2025-09-11,Assam,Kamrup,57,8,0
2025-09-11,Assam,Kamrup Metro,15,14,0
2025-09-11,Assam,Karbi Anglong,13,19,0
2025-09-11,Assam,Karimganj,47,9,0
2025-09-11,Assam,Kokrajhar,6,0,0
2025-09-11,Assam,Lakhimpur,14,4,0
2025-09-11,Assam,Majuli,1,1,0
2025-09-11,Assam,Marigaon,23,7,0
2025-09-11,Assam,Nagaon,48,13,0
2025-09-11,Assam,Nalbari,13,7,0
2025-09-11,Assam,North Cachar Hills,2,3,0
2025-09-11,Assam,Sibsagar,19,3,0
2025-09-11,Assam,Sonitpur,46,17,0
2025-09-11,Assam,South Salmara Mankachar,8,4,0
2025-09-11,Assam,Sribhumi,1,0,0
2025-09-11,Assam,Tinsukia,11,11,0
2025-09-11,Assam,Udalguri,20,2,1
2025-09-11,Assam,West Karbi Anglong,0,2,0
2025-09-11,Bihar,Araria,58,25,2
2025-09-11,Bihar,Arwal,9,23,0
2025-09-11,Bihar,Aurangabad,41,90,0
2025-09-11,Bihar,Banka,73,53,1
2025-09-11,Bihar,Begusarai,47,22,0
2025-09-11,Bihar,Bhabua,1,1,0
2025-09-11,Bihar,Bhagalpur,62,42,0
2025-09-11,Bihar,Bhojpur,28,69,1
2025-09-11,Bihar,Buxar,11,24,0
2025-09-11,Bihar,Darbhanga,93,43,0
2025-09-11,Bihar,East Champaran,72,126,1
2025-09-11,Bihar,Gaya,50,141,0
2025-09-11,Bihar,Gopalganj,25,44,0
2025-09-11,Bihar,Jamui,60,48,2
2025-09-11,Bihar,Jehanabad,9,37,0
2025-09-11,Bihar,Kaimur (Bhabua),23,19,0
2025-09-11,Bihar,Katihar,113,43,2
2025-09-11,Bihar,Khagaria,23,20,2
2025-09-11,Bihar,Kishanganj,77,14,1
2025-09-11,Bihar,Lakhisarai,18,15,0
2025-09-11,Bihar,Madhepura,40,35,0
2025-09-11,Bihar,Madhubani,117,83,0
2025-09-11,Bihar,Monghyr,1,0,0
2025-09-11,Bihar,Munger,12,13,1
2025-09-11,Bihar,Muzaffarpur,80,94,0
2025-09-11,Bihar,Nalanda,33,47,0
2025-09-11,Bihar,Nawada,24,67,1
2025-09-11,Bihar,Pashchim Champaran,1,1,0
2025-09-11,Bihar,Patna,42,59,0
2025-09-11,Bihar,Purnea,4,2,0
2025-09-11,Bihar,Purnia,92,49,1
2025-09-11,Bihar,Rohtas,37,60,0
2025-09-11,Bihar,Saharsa,47,58,3
2025-09-11,Bihar,Samastipur,104,68,1
2025-09-11,Bihar,Samstipur,2,1,0
2025-09-11,Bihar,Saran,81,88,1
2025-09-11,Bihar,Sheikhpura,13,11,0
2025-09-11,Bihar,Sheohar,21,10,0
2025-09-11,Bihar,Sitamarhi,82,60,1
2025-09-11,Bihar,Siwan,81,64,1
2025-09-11,Bihar,Supaul,77,73,1
2025-09-11,Bihar,Vaishali,86,75,0
2025-09-11,Bihar,West Champaran,65,98,3
2025-09-11,Chandigarh,Chandigarh,32,1,0
2025-09-11,Chhattisgarh,Balod,24,3,0
2025-09-11,Chhattisgarh,Baloda Bazar,35,9,0
2025-09-11,Chhattisgarh,Balrampur,38,15,0
2025-09-11,Chhattisgarh,Bastar,33,25,0
2025-09-11,Chhattisgarh,Bemetara,34,6,0
2025-09-11,Chhattisgarh,Bijapur,6,7,0
2025-09-11,Chhattisgarh,Bilaspur,69,11,0
2025-09-11,Chhattisgarh,Dakshin Bastar Dantewada,6,1,0
2025-09-11,Chhattisgarh,Dantewada,11,2,0
2025-09-11,Chhattisgarh,Dhamtari,23,2,0
2025-09-11,Chhattisgarh,Durg,21,5,0
2025-09-11,Chhattisgarh,Gariyaband,28,1,0
2025-09-11,Chhattisgarh,Gaurela-pendra-marwahi,3,0,0
2025-09-11,Chhattisgarh,Janjgir Champa,1,0,0
2025-09-11,Chhattisgarh,Janjgir-champa,48,11,0
2025-09-11,Chhattisgarh,Jashpur,29,23,0
2025-09-11,Chhattisgarh,Kabeerdham,6,0,0
2025-09-11,Chhattisgarh,Kanker,12,2,0
2025-09-11,Chhattisgarh,Kawardha,28,2,0
2025-09-11,Chhattisgarh,Khairagarh Chhuikhadan Gandai,1,0,0
2025-09-11,Chhattisgarh,Kondagaon,38,12,0
2025-09-11,Chhattisgarh,Korba,42,4,0
2025-09-11,Chhattisgarh,Koriya,9,8,0
2025-09-11,Chhattisgarh,Mahasamund,34,8,0
2025-09-11,Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,2,1,0
2025-09-11,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,2,1,0
2025-09-11,Chhattisgarh,Mungeli,34,6,1
2025-09-11,Chhattisgarh,Narayanpur,3,4,0
2025-09-11,Chhattisgarh,Raigarh,21,1,0
2025-09-11,Chhattisgarh,Raipur,89,10,0
2025-09-11,Chhattisgarh,Rajnandgaon,47,4,0
2025-09-11,Chhattisgarh,Sakti,3,1,0
2025-09-11,Chhattisgarh,Sarangarh-Bilaigarh,1,0,0
2025-09-11,Chhattisgarh,Sukma,7,1,0
2025-09-11,Chhattisgarh,Surajpur,15,5,0
2025-09-11,Chhattisgarh,Surguja,31,4,0
2025-09-11,Chhattisgarh,Uttar Bastar Kanker,9,0,0
2025-09-11,Dadra and Nagar Haveli,Dadra and Nagar Haveli,5,2,0
2025-09-11,Daman and Diu,Daman,0,1,0
2025-09-11,Daman and Diu,Diu,3,0,0
2025-09-11,Delhi,Central Delhi,19,3,0
2025-09-11,Delhi,East Delhi,56,11,1
2025-09-11,Delhi,New Delhi,1,1,1
2025-09-11,Delhi,North Delhi,23,5,1
2025-09-11,Delhi,North East,18,4,0
2025-09-11,Delhi,North East Delhi,66,10,0
2025-09-11,Delhi,North West Delhi,120,19,3
2025-09-11,Delhi,Shahdara,8,2,0
2025-09-11,Delhi,South Delhi,116,20,2
2025-09-11,Delhi,South West Delhi,72,11,1
2025-09-11,Delhi,West Delhi,60,16,0
2025-09-11,Goa,North Goa,17,0,0
2025-09-11,Goa,South Goa,8,0,0
2025-09-11,Gujarat,Ahmadabad,11,1,0
2025-09-11,Gujarat,Ahmedabad,223,74,1
2025-09-11,Gujarat,Amreli,48,3,0
2025-09-11,Gujarat,Anand,76,4,0
2025-09-11,Gujarat,Arvalli,22,4,0
2025-09-11,Gujarat,Banas Kantha,4,0,0
2025-09-11,Gujarat,Banaskantha,102,27,0
2025-09-11,Gujarat,Bharuch,48,6,0
2025-09-11,Gujarat,Bhavnagar,130,14,0
2025-09-11,Gujarat,Botad,15,1,0
2025-09-11,Gujarat,Chhotaudepur,14,1,0
