date,state,district,bio_age_5_17,bio_age_17_plus
2025-10-11,West bengal,South 24 Parganas,0,1
2025-10-11,Westbengal,Hooghly,0,2
2025-10-11,andhra pradesh,chittoor,0,1
2025-10-11,odisha,Gajapati,0,1
2025-10-12,Andaman & Nicobar Islands,Andamans,5,8
2025-10-12,Andaman & Nicobar Islands,South Andaman,1,1
2025-10-12,Andaman and Nicobar Islands,North And Middle Andaman,7,0
2025-10-12,Andaman and Nicobar Islands,South Andaman,28,3
2025-10-12,Andhra Pradesh,Adilabad,39,119
2025-10-12,Andhra Pradesh,Alluri Sitharama Raju,23,36
2025-10-12,Andhra Pradesh,Anakapalli,7,9
2025-10-12,Andhra Pradesh,Anantapur,97,234
2025-10-12,Andhra Pradesh,Ananthapur,85,75
2025-10-12,Andhra Pradesh,Ananthapuramu,118,67
2025-10-12,Andhra Pradesh,Annamayya,28,14
2025-10-12,Andhra Pradesh,Bapatla,12,5
2025-10-12,Andhra Pradesh,Chittoor,295,338
2025-10-12,Andhra Pradesh,Cuddapah,205,173
2025-10-12,Andhra Pradesh,Dr. B. R. Ambedkar Konaseema,17,10
2025-10-12,Andhra Pradesh,East Godavari,349,263
2025-10-12,Andhra Pradesh,Eluru,18,9
2025-10-12,Andhra Pradesh,Guntur,520,423
2025-10-12,Andhra Pradesh,Hyderabad,81,290
2025-10-12,Andhra Pradesh,K.V.Rangareddy,1,4
2025-10-12,Andhra Pradesh,Kakinada,11,9
2025-10-12,Andhra Pradesh,Karim Nagar,2,10
2025-10-12,Andhra Pradesh,Karimnagar,25,37
2025-10-12,Andhra Pradesh,Khammam,51,59
2025-10-12,Andhra Pradesh,Krishna,224,342
2025-10-12,Andhra Pradesh,Kurnool,352,332
2025-10-12,Andhra Pradesh,Mahabub Nagar,3,67
2025-10-12,Andhra Pradesh,Mahabubnagar,1,0
2025-10-12,Andhra Pradesh,Mahbubnagar,6,29
2025-10-12,Andhra Pradesh,Medak,25,42
2025-10-12,Andhra Pradesh,N. T. R,13,14
2025-10-12,Andhra Pradesh,Nalgonda,25,98
2025-10-12,Andhra Pradesh,Nandyal,16,14
2025-10-12,Andhra Pradesh,Nellore,218,252
2025-10-12,Andhra Pradesh,Nizamabad,17,45
2025-10-12,Andhra Pradesh,Palnadu,22,16
2025-10-12,Andhra Pradesh,Parvathipuram Manyam,14,12
2025-10-12,Andhra Pradesh,Prakasam,413,395
2025-10-12,Andhra Pradesh,Rangareddi,38,147
2025-10-12,Andhra Pradesh,Sri Potti Sriramulu Nellore,14,7
2025-10-12,Andhra Pradesh,Sri Sathya Sai,12,17
2025-10-12,Andhra Pradesh,Srikakulam,265,298
2025-10-12,Andhra Pradesh,Tirupati,17,20
2025-10-12,Andhra Pradesh,Visakhapatnam,475,525
2025-10-12,Andhra Pradesh,Vizianagaram,230,307
2025-10-12,Andhra Pradesh,Warangal,44,126
2025-10-12,Andhra Pradesh,West Godavari,435,335
2025-10-12,Andhra Pradesh,Y. S. R,17,11
2025-10-12,Arunachal Pradesh,Anjaw,6,1
2025-10-12,Arunachal Pradesh,Changlang,31,4
2025-10-12,Arunachal Pradesh,East Siang,25,2
2025-10-12,Arunachal Pradesh,Kra Daadi,3,0
2025-10-12,Arunachal Pradesh,Kurung Kumey,24,0
2025-10-12,Arunachal Pradesh,Lohit,17,4
2025-10-12,Arunachal Pradesh,Longding,2,0
2025-10-12,Arunachal Pradesh,Lower Dibang Valley,5,3
2025-10-12,Arunachal Pradesh,Lower Siang,3,0
2025-10-12,Arunachal Pradesh,Lower Subansiri,12,1
2025-10-12,Arunachal Pradesh,Namsai,17,6
2025-10-12,Arunachal Pradesh,Papum Pare,10,0
2025-10-12,Arunachal Pradesh,Shi-yomi,1,0
2025-10-12,Arunachal Pradesh,Siang,5,0
2025-10-12,Arunachal Pradesh,Tawang,13,0
2025-10-12,Arunachal Pradesh,Tirap,4,0
2025-10-12,Arunachal Pradesh,Upper Siang,12,2
2025-10-12,Arunachal Pradesh,West Kameng,43,6
2025-10-12,Arunachal Pradesh,West Siang,36,11
2025-10-12,Assam,Baksa,38,35
2025-10-12,Assam,Barpeta,155,170
2025-10-12,Assam,Biswanath,30,13
2025-10-12,Assam,Bongaigaon,144,52
2025-10-12,Assam,Cachar,217,96
2025-10-12,Assam,Charaideo,12,6
2025-10-12,Assam,Chirang,114,119
2025-10-12,Assam,Darrang,123,76
2025-10-12,Assam,Dhemaji,53,25
2025-10-12,Assam,Dhubri,161,89
2025-10-12,Assam,Dibrugarh,61,23
2025-10-12,Assam,Goalpara,95,71
2025-10-12,Assam,Golaghat,164,49
2025-10-12,Assam,Hailakandi,87,46
2025-10-12,Assam,Hojai,84,65
2025-10-12,Assam,Jorhat,49,26
2025-10-12,Assam,Kamrup,171,77
2025-10-12,Assam,Kamrup Metro,44,46
2025-10-12,Assam,Karbi Anglong,85,91
2025-10-12,Assam,Karimganj,223,64
2025-10-12,Assam,Kokrajhar,52,56
2025-10-12,Assam,Lakhimpur,191,73
2025-10-12,Assam,Majuli,3,0
2025-10-12,Assam,Marigaon,88,107
2025-10-12,Assam,Nagaon,254,510
2025-10-12,Assam,Nalbari,53,24
2025-10-12,Assam,North Cachar Hills,16,7
2025-10-12,Assam,Sibsagar,36,18
2025-10-12,Assam,Sonitpur,72,48
2025-10-12,Assam,South Salmara Mankachar,18,7
2025-10-12,Assam,Sribhumi,1,2
2025-10-12,Assam,Tinsukia,74,29
2025-10-12,Assam,Udalguri,65,44
2025-10-12,Assam,West Karbi Anglong,13,25
2025-10-12,Bihar,Araria,228,317
2025-10-12,Bihar,Arwal,40,76
2025-10-12,Bihar,Aurangabad,128,178
2025-10-12,Bihar,Aurangabad(bh),0,3
2025-10-12,Bihar,Banka,141,155
2025-10-12,Bihar,Begusarai,270,419
2025-10-12,Bihar,Bhabua,0,1
2025-10-12,Bihar,Bhagalpur,281,298
2025-10-12,Bihar,Bhojpur,154,224
2025-10-12,Bihar,Buxar,92,126
2025-10-12,Bihar,Darbhanga,273,498
2025-10-12,Bihar,East Champaran,469,687
2025-10-12,Bihar,Gaya,290,385
2025-10-12,Bihar,Gopalganj,256,317
2025-10-12,Bihar,Jamui,361,135
2025-10-12,Bihar,Jehanabad,50,114
2025-10-12,Bihar,Kaimur (Bhabua),81,97
2025-10-12,Bihar,Katihar,353,482
2025-10-12,Bihar,Khagaria,110,119
2025-10-12,Bihar,Kishanganj,228,431
2025-10-12,Bihar,Lakhisarai,80,111
2025-10-12,Bihar,Madhepura,117,286
2025-10-12,Bihar,Madhubani,418,568
2025-10-12,Bihar,Monghyr,0,1
2025-10-12,Bihar,Munger,73,127
2025-10-12,Bihar,Muzaffarpur,314,471
2025-10-12,Bihar,Nalanda,177,228
2025-10-12,Bihar,Nawada,115,195
2025-10-12,Bihar,Pashchim Champaran,0,1
2025-10-12,Bihar,Patna,267,427
2025-10-12,Bihar,Purba Champaran,0,6
2025-10-12,Bihar,Purnea,2,7
2025-10-12,Bihar,Purnia,377,570
2025-10-12,Bihar,Rohtas,169,246
2025-10-12,Bihar,Saharsa,161,383
2025-10-12,Bihar,Samastipur,309,437
2025-10-12,Bihar,Samstipur,0,1
2025-10-12,Bihar,Saran,258,326
2025-10-12,Bihar,Sheikhpura,41,57
2025-10-12,Bihar,Sheohar,59,52
2025-10-12,Bihar,Sitamarhi,286,429
2025-10-12,Bihar,Siwan,192,364
2025-10-12,Bihar,Supaul,170,296
2025-10-12,Bihar,Vaishali,286,470
2025-10-12,Bihar,West Champaran,210,320
2025-10-12,Chandigarh,Chandigarh,41,48
2025-10-12,Chhattisgarh,Balod,314,135
2025-10-12,Chhattisgarh,Baloda Bazar,882,311
2025-10-12,Chhattisgarh,Balrampur,283,146
2025-10-12,Chhattisgarh,Bastar,421,337
2025-10-12,Chhattisgarh,Bemetara,688,337
2025-10-12,Chhattisgarh,Bijapur,39,73
2025-10-12,Chhattisgarh,Bilaspur,717,416
2025-10-12,Chhattisgarh,Dakshin Bastar Dantewada,47,49
2025-10-12,Chhattisgarh,Dantewada,30,38
2025-10-12,Chhattisgarh,Dhamtari,358,206
2025-10-12,Chhattisgarh,Durg,764,300
2025-10-12,Chhattisgarh,Gariyaband,438,138
2025-10-12,Chhattisgarh,Gaurela-pendra-marwahi,2,2
2025-10-12,Chhattisgarh,Janjgir - Champa,0,1
2025-10-12,Chhattisgarh,Janjgir Champa,0,4
2025-10-12,Chhattisgarh,Janjgir-champa,306,243
2025-10-12,Chhattisgarh,Jashpur,455,172
2025-10-12,Chhattisgarh,Kabeerdham,331,60
2025-10-12,Chhattisgarh,Kanker,234,178
2025-10-12,Chhattisgarh,Kawardha,489,165
2025-10-12,Chhattisgarh,Kondagaon,339,190
2025-10-12,Chhattisgarh,Korba,226,214
2025-10-12,Chhattisgarh,Koriya,233,243
2025-10-12,Chhattisgarh,Mahasamund,348,247
2025-10-12,Chhattisgarh,Manendragarh–Chirmiri–Bharatpur,1,0
2025-10-12,Chhattisgarh,Mohalla-Manpur-Ambagarh Chowki,2,0
2025-10-12,Chhattisgarh,Mohla-Manpur-Ambagarh Chouki,5,12
2025-10-12,Chhattisgarh,Mungeli,433,206
2025-10-12,Chhattisgarh,Narayanpur,141,101
2025-10-12,Chhattisgarh,Raigarh,262,287
2025-10-12,Chhattisgarh,Raipur,827,547
2025-10-12,Chhattisgarh,Rajnandgaon,611,367
2025-10-12,Chhattisgarh,Sakti,1,3
2025-10-12,Chhattisgarh,Sarangarh-Bilaigarh,0,5
2025-10-12,Chhattisgarh,Sukma,204,48
2025-10-12,Chhattisgarh,Surajpur,218,152
2025-10-12,Chhattisgarh,Surguja,509,221
2025-10-12,Chhattisgarh,Uttar Bastar Kanker,91,150
2025-10-12,Dadra & Nagar Haveli,Dadra & Nagar Haveli,0,3
2025-10-12,Dadra and Nagar Haveli,Dadra and Nagar Haveli,28,36
2025-10-12,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,0,2
2025-10-12,Daman & Diu,Daman,1,2
2025-10-12,Daman & Diu,Diu,0,3
2025-10-12,Daman and Diu,Daman,7,5
2025-10-12,Daman and Diu,Diu,1,0
2025-10-12,Delhi,Central Delhi,65,85
2025-10-12,Delhi,East Delhi,133,157
2025-10-12,Delhi,Najafgarh,0,1
2025-10-12,Delhi,New Delhi,5,3
2025-10-12,Delhi,North Delhi,112,123
2025-10-12,Delhi,North East,4,157
2025-10-12,Delhi,North East Delhi,265,221
2025-10-12,Delhi,North West Delhi,588,569
2025-10-12,Delhi,Shahdara,2,7
2025-10-12,Delhi,South Delhi,213,238
2025-10-12,Delhi,South West Delhi,174,166
2025-10-12,Delhi,West Delhi,297,292
2025-10-12,Goa,Bardez,0,1
2025-10-12,Goa,North Goa,78,70
2025-10-12,Goa,South Goa,87,47
2025-10-12,Gujarat,Ahmadabad,5,61
2025-10-12,Gujarat,Ahmedabad,506,522
2025-10-12,Gujarat,Amreli,90,85
2025-10-12,Gujarat,Anand,86,99
2025-10-12,Gujarat,Arvalli,41,25
2025-10-12,Gujarat,Banas Kantha,0,1
2025-10-12,Gujarat,Banaskantha,173,180
2025-10-12,Gujarat,Bharuch,106,75
2025-10-12,Gujarat,Bhavnagar,116,138
2025-10-12,Gujarat,Botad,37,10
2025-10-12,Gujarat,Chhotaudepur,39,26
2025-10-12,Gujarat,Dahod,100,81
2025-10-12,Gujarat,Devbhumi Dwarka,71,13
2025-10-12,Gujarat,Dohad,2,49
2025-10-12,Gujarat,Gandhinagar,48,71
2025-10-12,Gujarat,Gir Somnath,76,25
2025-10-12,Gujarat,Jamnagar,127,100
2025-10-12,Gujarat,Junagadh,121,207
2025-10-12,Gujarat,Kachchh,198,174
2025-10-12,Gujarat,Kheda,138,127
2025-10-12,Gujarat,Mahesana,114,120
2025-10-12,Gujarat,Mahisagar,66,41
2025-10-12,Gujarat,Morbi,39,11
2025-10-12,Gujarat,Narmada,24,28
2025-10-12,Gujarat,Navsari,59,48
2025-10-12,Gujarat,Panch Mahals,0,1
2025-10-12,Gujarat,Panchmahals,109,181
2025-10-12,Gujarat,Patan,55,60
2025-10-12,Gujarat,Porbandar,17,39
2025-10-12,Gujarat,Rajkot,207,229
2025-10-12,Gujarat,Sabar Kantha,0,2
2025-10-12,Gujarat,Sabarkantha,71,139
2025-10-12,Gujarat,Surat,438,361
2025-10-12,Gujarat,Surendra Nagar,73,83
2025-10-12,Gujarat,Surendranagar,0,6
2025-10-12,Gujarat,Tapi,79,47
2025-10-12,Gujarat,The Dangs,30,20
2025-10-12,Gujarat,Vadodara,292,337
2025-10-12,Gujarat,Valsad,142,107
2025-10-12,Haryana,Ambala,130,228
2025-10-12,Haryana,Bhiwani,226,270
2025-10-12,Haryana,Charkhi Dadri,14,34
2025-10-12,Haryana,Faridabad,373,270
2025-10-12,Haryana,Fatehabad,184,251
2025-10-12,Haryana,Gurgaon,284,164
2025-10-12,Haryana,Hisar,352,258
2025-10-12,Haryana,Jhajjar,153,133
2025-10-12,Haryana,Jind,235,292
2025-10-12,Haryana,Kaithal,162,212
2025-10-12,Haryana,Karnal,192,299
2025-10-12,Haryana,Kurukshetra,123,260
2025-10-12,Haryana,Mahendragarh,158,123
2025-10-12,Haryana,Mewat,221,221
2025-10-12,Haryana,Palwal,222,144
2025-10-12,Haryana,Panchkula,78,91
2025-10-12,Haryana,Panipat,185,265
2025-10-12,Haryana,Rewari,174,133
2025-10-12,Haryana,Rohtak,162,227
2025-10-12,Haryana,Sirsa,220,400
2025-10-12,Haryana,Sonipat,181,194
2025-10-12,Haryana,Yamuna Nagar,211,354
2025-10-12,Haryana,Yamunanagar,0,8
2025-10-12,Himachal Pradesh,Bilaspur,68,46
2025-10-12,Himachal Pradesh,Chamba,87,74
2025-10-12,Himachal Pradesh,Hamirpur,55,46
2025-10-12,Himachal Pradesh,Kangra,225,179
2025-10-12,Himachal Pradesh,Kinnaur,8,10
2025-10-12,Himachal Pradesh,Kullu,83,48
2025-10-12,Himachal Pradesh,Lahaul and Spiti,1,0
2025-10-12,Himachal Pradesh,Lahul & Spiti,2,4
2025-10-12,Himachal Pradesh,Lahul and Spiti,8,1
2025-10-12,Himachal Pradesh,Mandi,156,131
2025-10-12,Himachal Pradesh,Shimla,121,61
2025-10-12,Himachal Pradesh,Sirmaur,98,60
2025-10-12,Himachal Pradesh,Solan,67,73
2025-10-12,Himachal Pradesh,Una,97,67
2025-10-12,Jammu & Kashmir,Baramula,2,1
2025-10-12,Jammu & Kashmir,Jammu,0,4
2025-10-12,Jammu & Kashmir,Kathua,0,1
2025-10-12,Jammu & Kashmir,Punch,0,1
2025-10-12,Jammu & Kashmir,Srinagar,0,1
2025-10-12,Jammu and Kashmir,Anantnag,194,78
2025-10-12,Jammu and Kashmir,Badgam,34,46
2025-10-12,Jammu and Kashmir,Bandipore,114,22
2025-10-12,Jammu and Kashmir,Baramula,263,140
2025-10-12,Jammu and Kashmir,Budgam,138,13
2025-10-12,Jammu and Kashmir,Doda,141,105
2025-10-12,Jammu and Kashmir,Ganderbal,52,34
2025-10-12,Jammu and Kashmir,Jammu,345,223
2025-10-12,Jammu and Kashmir,Kargil,10,16
2025-10-12,Jammu and Kashmir,Kathua,138,63
2025-10-12,Jammu and Kashmir,Kishtwar,64,53
2025-10-12,Jammu and Kashmir,Kulgam,120,42
2025-10-12,Jammu and Kashmir,Kupwara,163,83
2025-10-12,Jammu and Kashmir,Leh,2,5
2025-10-12,Jammu and Kashmir,Pulwama,199,69
2025-10-12,Jammu and Kashmir,Punch,242,87
2025-10-12,Jammu and Kashmir,Rajouri,277,145
2025-10-12,Jammu and Kashmir,Ramban,183,49
2025-10-12,Jammu and Kashmir,Reasi,38,36
2025-10-12,Jammu and Kashmir,Samba,43,18
2025-10-12,Jammu and Kashmir,Shupiyan,50,18
2025-10-12,Jammu and Kashmir,Srinagar,452,234
2025-10-12,Jammu and Kashmir,Udhampur,100,115
2025-10-12,Jharkhand,Bokaro,188,237
2025-10-12,Jharkhand,Chatra,139,162
2025-10-12,Jharkhand,Deoghar,157,143
2025-10-12,Jharkhand,Dhanbad,182,260
2025-10-12,Jharkhand,Dumka,132,165
2025-10-12,Jharkhand,East Singhbhum,171,217
2025-10-12,Jharkhand,Garhwa,211,224
2025-10-12,Jharkhand,Garhwa *,1,28
2025-10-12,Jharkhand,Giridih,221,192
2025-10-12,Jharkhand,Godda,172,121
2025-10-12,Jharkhand,Gumla,182,251
2025-10-12,Jharkhand,Hazaribag,3,27
2025-10-12,Jharkhand,Hazaribagh,180,178
2025-10-12,Jharkhand,Jamtara,61,63
2025-10-12,Jharkhand,Khunti,62,115
2025-10-12,Jharkhand,Kodarma,6,13
2025-10-12,Jharkhand,Koderma,93,76
2025-10-12,Jharkhand,Latehar,80,122
2025-10-12,Jharkhand,Lohardaga,67,97
2025-10-12,Jharkhand,Pakaur,5,5
2025-10-12,Jharkhand,Pakur,76,65
2025-10-12,Jharkhand,Palamau,4,6
2025-10-12,Jharkhand,Palamu,294,275
2025-10-12,Jharkhand,Pashchimi Singhbhum,10,44
2025-10-12,Jharkhand,Purbi Singhbhum,9,43
2025-10-12,Jharkhand,Ramgarh,78,87
2025-10-12,Jharkhand,Ranchi,198,391
2025-10-12,Jharkhand,Sahebganj,196,103
2025-10-12,Jharkhand,Sahibganj,22,7
2025-10-12,Jharkhand,Seraikela-Kharsawan,94,139
2025-10-12,Jharkhand,Seraikela-kharsawan,4,45
2025-10-12,Jharkhand,Simdega,82,169
2025-10-12,Jharkhand,West Singhbhum,239,328
2025-10-12,Karnataka,Bagalkot,208,194
2025-10-12,Karnataka,Bagalkot *,4,7
2025-10-12,Karnataka,Ballari,152,44
2025-10-12,Karnataka,Bangalore,173,688
2025-10-12,Karnataka,Bangalore Rural,88,106
2025-10-12,Karnataka,Belagavi,367,113
2025-10-12,Karnataka,Belgaum,222,365
2025-10-12,Karnataka,Bellary,137,240
2025-10-12,Karnataka,Bengaluru,650,616
2025-10-12,Karnataka,Bidar,252,257
2025-10-12,Karnataka,Bijapur,98,199
2025-10-12,Karnataka,Chamarajanagar,3,19
2025-10-12,Karnataka,Chamarajanagar *,0,1
2025-10-12,Karnataka,Chamrajanagar,209,97
2025-10-12,Karnataka,Chamrajnagar,9,20
2025-10-12,Karnataka,Chickmagalur,45,94
2025-10-12,Karnataka,Chikkaballapur,94,134
2025-10-12,Karnataka,Chikkamagaluru,41,29
2025-10-12,Karnataka,Chikmagalur,2,12
2025-10-12,Karnataka,Chitradurga,194,181
2025-10-12,Karnataka,Dakshina Kannada,259,171
2025-10-12,Karnataka,Davanagere,7,44
2025-10-12,Karnataka,Davangere,162,196
2025-10-12,Karnataka,Dharwad,187,208
2025-10-12,Karnataka,Gadag,81,91
2025-10-12,Karnataka,Gadag *,0,5
2025-10-12,Karnataka,Gulbarga,94,267
2025-10-12,Karnataka,Hasan,16,53
2025-10-12,Karnataka,Hassan,124,112
2025-10-12,Karnataka,Haveri,124,123
2025-10-12,Karnataka,Haveri *,4,16
2025-10-12,Karnataka,Kalaburagi,389,173
2025-10-12,Karnataka,Kodagu,32,42
2025-10-12,Karnataka,Kolar,214,121
2025-10-12,Karnataka,Koppal,142,168
2025-10-12,Karnataka,Mandya,177,205
2025-10-12,Karnataka,Mysore,100,138
2025-10-12,Karnataka,Mysuru,168,62
2025-10-12,Karnataka,Raichur,466,425
2025-10-12,Karnataka,Ramanagar,91,139
2025-10-12,Karnataka,Shimoga,35,120
2025-10-12,Karnataka,Shivamogga,98,79
2025-10-12,Karnataka,Tumakuru,146,110
2025-10-12,Karnataka,Tumkur,109,249
2025-10-12,Karnataka,Udupi,75,72
2025-10-12,Karnataka,Uttara Kannada,142,67
2025-10-12,Karnataka,Vijayanagara,21,25
2025-10-12,Karnataka,Vijayapura,165,81
2025-10-12,Karnataka,Yadgir,158,131
2025-10-12,Karnataka,yadgir,4,18
2025-10-12,Kerala,Alappuzha,139,207
2025-10-12,Kerala,Ernakulam,315,329
2025-10-12,Kerala,Idukki,122,126
2025-10-12,Kerala,Kannur,329,304
2025-10-12,Kerala,Kasaragod,195,128
2025-10-12,Kerala,Kasargod,6,30
2025-10-12,Kerala,Kollam,261,315
2025-10-12,Kerala,Kottayam,175,246
2025-10-12,Kerala,Kozhikode,398,441
2025-10-12,Kerala,Malappuram,663,674
2025-10-12,Kerala,Palakkad,326,412
2025-10-12,Kerala,Pathanamthitta,87,157
2025-10-12,Kerala,Thiruvananthapuram,277,347
2025-10-12,Kerala,Thrissur,297,354
2025-10-12,Kerala,Wayanad,83,89
2025-10-12,Ladakh,Kargil,5,4
2025-10-12,Ladakh,Leh,3,5
2025-10-12,Lakshadweep,Lakshadweep,8,18
2025-10-12,Madhya Pradesh,Agar Malwa,15,55
2025-10-12,Madhya Pradesh,Alirajpur,137,182
2025-10-12,Madhya Pradesh,Anuppur,118,223
2025-10-12,Madhya Pradesh,Ashok Nagar,104,164
2025-10-12,Madhya Pradesh,Balaghat,997,126
2025-10-12,Madhya Pradesh,Barwani,183,202
2025-10-12,Madhya Pradesh,Betul,232,382
2025-10-12,Madhya Pradesh,Bhind,150,140
2025-10-12,Madhya Pradesh,Bhopal,408,448
2025-10-12,Madhya Pradesh,Burhanpur,26,36
2025-10-12,Madhya Pradesh,Chhatarpur,284,295
2025-10-12,Madhya Pradesh,Chhindwara,458,360
2025-10-12,Madhya Pradesh,Damoh,139,188
2025-10-12,Madhya Pradesh,Datia,74,80
2025-10-12,Madhya Pradesh,Dewas,384,351
2025-10-12,Madhya Pradesh,Dhar,184,248
2025-10-12,Madhya Pradesh,Dindori,343,155
2025-10-12,Madhya Pradesh,East Nimar,42,136
2025-10-12,Madhya Pradesh,Guna,132,215
2025-10-12,Madhya Pradesh,Gwalior,510,287
2025-10-12,Madhya Pradesh,Harda,50,84
2025-10-12,Madhya Pradesh,Harda *,8,37
2025-10-12,Madhya Pradesh,Hoshangabad,80,154
2025-10-12,Madhya Pradesh,Indore,909,652
2025-10-12,Madhya Pradesh,Jabalpur,604,432
2025-10-12,Madhya Pradesh,Jhabua,108,85
2025-10-12,Madhya Pradesh,Katni,956,294
2025-10-12,Madhya Pradesh,Khandwa,48,52
2025-10-12,Madhya Pradesh,Khargone,225,322
2025-10-12,Madhya Pradesh,Maihar,0,8
2025-10-12,Madhya Pradesh,Mandla,32,34
2025-10-12,Madhya Pradesh,Mandsaur,108,156
2025-10-12,Madhya Pradesh,Mauganj,2,5
2025-10-12,Madhya Pradesh,Morena,399,309
2025-10-12,Madhya Pradesh,Narmadapuram,13,21
2025-10-12,Madhya Pradesh,Narsimhapur,11,45
2025-10-12,Madhya Pradesh,Narsinghpur,195,100
2025-10-12,Madhya Pradesh,Neemuch,29,29
2025-10-12,Madhya Pradesh,Niwari,2,4
2025-10-12,Madhya Pradesh,Pandhurna,0,1
2025-10-12,Madhya Pradesh,Panna,122,173
2025-10-12,Madhya Pradesh,Raisen,120,179
2025-10-12,Madhya Pradesh,Rajgarh,206,300
2025-10-12,Madhya Pradesh,Ratlam,1035,207
2025-10-12,Madhya Pradesh,Rewa,116,182
2025-10-12,Madhya Pradesh,Sagar,508,370
2025-10-12,Madhya Pradesh,Satna,352,366
2025-10-12,Madhya Pradesh,Sehore,180,184
2025-10-12,Madhya Pradesh,Seoni,153,157
2025-10-12,Madhya Pradesh,Shahdol,142,205
2025-10-12,Madhya Pradesh,Shajapur,187,230
2025-10-12,Madhya Pradesh,Sheopur,77,41
2025-10-12,Madhya Pradesh,Shivpuri,272,616
2025-10-12,Madhya Pradesh,Sidhi,110,169
2025-10-12,Madhya Pradesh,Singrauli,101,112
2025-10-12,Madhya Pradesh,Tikamgarh,200,170
2025-10-12,Madhya Pradesh,Ujjain,561,271
2025-10-12,Madhya Pradesh,Umaria,56,103
2025-10-12,Madhya Pradesh,Vidisha,345,384
2025-10-12,Madhya Pradesh,West Nimar,13,39
2025-10-12,Maharashtra,Ahmadnagar,969,1292
2025-10-12,Maharashtra,Ahmed Nagar,12,72
2025-10-12,Maharashtra,Akola,376,660
2025-10-12,Maharashtra,Amravati,711,1297
2025-10-12,Maharashtra,Aurangabad,700,1114
2025-10-12,Maharashtra,Beed,1007,850
2025-10-12,Maharashtra,Bhandara,425,458
2025-10-12,Maharashtra,Bid,8,103
2025-10-12,Maharashtra,Buldana,22,270
2025-10-12,Maharashtra,Buldhana,733,862
2025-10-12,Maharashtra,Chandrapur,1191,1208
2025-10-12,Maharashtra,Chatrapati Sambhaji Nagar,2,5
2025-10-12,Maharashtra,Chhatrapati Sambhajinagar,3,22
2025-10-12,Maharashtra,Dharashiv,0,11
2025-10-12,Maharashtra,Dhule,483,773
2025-10-12,Maharashtra,Gadchiroli,408,839
2025-10-12,Maharashtra,Gondia,0,16
2025-10-12,Maharashtra,Gondiya,271,397
2025-10-12,Maharashtra,Gondiya *,0,21
2025-10-12,Maharashtra,Hingoli,761,470
2025-10-12,Maharashtra,Jalgaon,1788,1451
2025-10-12,Maharashtra,Jalna,512,684
2025-10-12,Maharashtra,Kolhapur,768,817
2025-10-12,Maharashtra,Latur,394,633
2025-10-12,Maharashtra,Mumbai,901,1908
2025-10-12,Maharashtra,Mumbai City,250,121
2025-10-12,Maharashtra,Mumbai Suburban,808,424
2025-10-12,Maharashtra,Mumbai( Sub Urban ),12,60
2025-10-12,Maharashtra,Nagpur,640,1104
2025-10-12,Maharashtra,Nanded,985,802
2025-10-12,Maharashtra,Nandurbar,280,364
2025-10-12,Maharashtra,Nandurbar *,0,16
2025-10-12,Maharashtra,Nashik,1274,1981
2025-10-12,Maharashtra,Osmanabad,501,479
2025-10-12,Maharashtra,Palghar,616,354
2025-10-12,Maharashtra,Parbhani,461,476
2025-10-12,Maharashtra,Pune,2361,1705
2025-10-12,Maharashtra,Raigad,34,50
2025-10-12,Maharashtra,Raigarh,386,488
2025-10-12,Maharashtra,Raigarh(MH),1,9
2025-10-12,Maharashtra,Ratnagiri,273,452
2025-10-12,Maharashtra,Sangli,583,703
2025-10-12,Maharashtra,Satara,526,548
2025-10-12,Maharashtra,Sindhudurg,149,159
2025-10-12,Maharashtra,Solapur,1201,1156
2025-10-12,Maharashtra,Thane,1316,2167
2025-10-12,Maharashtra,Wardha,261,507
2025-10-12,Maharashtra,Washim,297,495
2025-10-12,Maharashtra,Washim *,0,8
2025-10-12,Maharashtra,Yavatmal,775,1335
2025-10-12,Manipur,Bishnupur,27,10
2025-10-12,Manipur,Chandel,18,13
2025-10-12,Manipur,Churachandpur,29,25
2025-10-12,Manipur,Imphal East,85,103
2025-10-12,Manipur,Imphal West,70,56
2025-10-12,Manipur,Jiribam,0,2
2025-10-12,Manipur,Kakching,2,2
2025-10-12,Manipur,Senapati,47,32
2025-10-12,Manipur,Tamenglong,11,10
2025-10-12,Manipur,Thoubal,77,56
2025-10-12,Manipur,Ukhrul,35,19
2025-10-12,Meghalaya,East Garo Hills,4,3
2025-10-12,Meghalaya,East Jaintia Hills,38,1
2025-10-12,Meghalaya,East Khasi Hills,69,34
2025-10-12,Meghalaya,North Garo Hills,4,0
2025-10-12,Meghalaya,Ri Bhoi,12,10
2025-10-12,Meghalaya,South Garo Hills,2,2
2025-10-12,Meghalaya,South West Garo Hills,13,5
2025-10-12,Meghalaya,South West Khasi Hills,7,1
2025-10-12,Meghalaya,West Garo Hills,29,37
2025-10-12,Meghalaya,West Jaintia Hills,26,5
2025-10-12,Meghalaya,West Khasi Hills,11,7
2025-10-12,Mizoram,Aizawl,46,24
2025-10-12,Mizoram,Champhai,14,5
2025-10-12,Mizoram,Hnahthial,1,0
2025-10-12,Mizoram,Kolasib,13,4
2025-10-12,Mizoram,Lawngtlai,26,12
2025-10-12,Mizoram,Lunglei,10,12
2025-10-12,Mizoram,Mamit,20,5
