state,district,enrolment_bin,lifecycle_typology,child_bio_engagement,adult_bio_engagement,adult_demo_engagement,lifecycle_gap_score
Tamil Nadu,Tiruppur,Medium Enrolment,Healthy lifecycle engagement,143.07567567567568,,,0
Tamil Nadu,Tiruvallur,High Enrolment,Healthy lifecycle engagement,95.64242424242424,13141.42857142857,12541.57142857143,0
Tamil Nadu,Tiruvannamalai,High Enrolment,Healthy lifecycle engagement,263.3543307086614,15252.0,11473.666666666666,0
Tamil Nadu,Vellore,High Enrolment,Healthy lifecycle engagement,138.57117117117116,1682.4418604651162,1065.953488372093,0
Tamil Nadu,Villupuram,High Enrolment,Healthy lifecycle engagement,189.34084507042255,,,0
Tamil Nadu,Viluppuram,Medium Enrolment,Healthy lifecycle engagement,62.95608108108108,,,0
Tamil Nadu,Virudhunagar,Medium Enrolment,Healthy lifecycle engagement,208.10900473933648,24648.0,14940.5,0
Telangana,Adilabad,Medium Enrolment,Healthy lifecycle engagement,170.11891891891892,13155.5,12657.0,0
Telangana,Bhadradri Kothagudem,Medium Enrolment,Healthy lifecycle engagement,24.779935275080906,299.0416666666667,690.125,0
Telangana,Hanumakonda,Low Enrolment,Healthy lifecycle engagement,33.53658536585366,5468.0,9072.0,0
Telangana,Hyderabad,High Enrolment,Healthy lifecycle engagement,26.599431009957325,172.74887892376682,297.53139013452915,0
Telangana,Jagitial,Medium Enrolment,Healthy lifecycle engagement,113.3,1120.0,2533.0,0
Telangana,Jangaon,Low Enrolment,Healthy lifecycle engagement,11.6,,,0
Telangana,Jangoan,Low Enrolment,Healthy lifecycle engagement,45.96153846153846,,,0
Telangana,Jayashankar Bhupalpally,Low Enrolment,Healthy lifecycle engagement,22.112903225806452,,,0
Telangana,Jogulamba Gadwal,Medium Enrolment,Healthy lifecycle engagement,44.760416666666664,,,0
Telangana,K.v. Rangareddy,High Enrolment,Healthy lifecycle engagement,69.61454261141517,1488.3283582089553,1587.7761194029852,0
Telangana,Kamareddy,Medium Enrolment,Healthy lifecycle engagement,89.11864406779661,,,0
Telangana,Karimnagar,Medium Enrolment,Healthy lifecycle engagement,202.2906976744186,51683.0,41496.0,0
Telangana,Khammam,Medium Enrolment,Healthy lifecycle engagement,50.10534846029174,3426.5,6839.75,0
Telangana,Komaram Bheem,Low Enrolment,Healthy lifecycle engagement,39.76190476190476,,,0
Telangana,Mahabubabad,Medium Enrolment,Healthy lifecycle engagement,42.21739130434783,,,0
Telangana,Mahabubnagar,High Enrolment,Healthy lifecycle engagement,83.35630965005302,14212.2,9394.2,0
Telangana,Mancherial,Low Enrolment,Healthy lifecycle engagement,65.26760563380282,,,0
Telangana,Medak,High Enrolment,Healthy lifecycle engagement,88.04150943396226,21958.5,12408.0,0
Telangana,Medchal-malkajgiri,Medium Enrolment,Healthy lifecycle engagement,32.4071661237785,413.969696969697,1414.6060606060605,0
Telangana,Medchal−malkajgiri,Low Enrolment,Healthy lifecycle engagement,47.516129032258064,547.0,562.0,0
Telangana,Mulugu,Low Enrolment,Healthy lifecycle engagement,21.5125,778.0,1996.3333333333333,0
Telangana,Nagarkurnool,Medium Enrolment,Healthy lifecycle engagement,39.92857142857143,4179.0,10041.0,0
Telangana,Nalgonda,Medium Enrolment,Healthy lifecycle engagement,130.43612334801762,,,0
Telangana,Narayanpet,Low Enrolment,Healthy lifecycle engagement,24.058139534883722,,,0
Telangana,Nirmal,Medium Enrolment,Healthy lifecycle engagement,99.675,5118.0,16003.0,0
Telangana,Nizamabad,Medium Enrolment,Healthy lifecycle engagement,201.5990990990991,13521.666666666666,12109.0,0
Telangana,Peddapalli,Low Enrolment,Healthy lifecycle engagement,54.0,1583.5,2184.0,0
Telangana,Rajanna Sircilla,Low Enrolment,Healthy lifecycle engagement,164.22222222222223,,,0
Telangana,Rangareddy,Low Enrolment,Healthy lifecycle engagement,23.88,828.0,1434.0,0
Telangana,Sangareddy,Medium Enrolment,Healthy lifecycle engagement,67.84328358208955,2118.6666666666665,6875.333333333333,0
Telangana,Siddipet,Medium Enrolment,Healthy lifecycle engagement,92.83050847457628,4251.0,16858.0,0
Telangana,Suryapet,Medium Enrolment,Healthy lifecycle engagement,57.36283185840708,,,0
Telangana,Vikarabad,Medium Enrolment,Healthy lifecycle engagement,29.3463687150838,4903.0,30289.0,0
Telangana,Wanaparthy,Medium Enrolment,Healthy lifecycle engagement,24.112676056338028,,,0
Telangana,Warangal,Medium Enrolment,Healthy lifecycle engagement,231.41379310344828,,,0
Telangana,Warangal Rural,Low Enrolment,Healthy lifecycle engagement,99.41666666666667,2694.0,8675.0,0
Telangana,Warangal Urban,Low Enrolment,Healthy lifecycle engagement,106.7,3213.0,10229.0,0
Telangana,Yadadri.,Medium Enrolment,Healthy lifecycle engagement,50.1764705882353,,,0
Tripura,Dhalai,Medium Enrolment,Healthy lifecycle engagement,61.501661129568106,576.5714285714286,385.5238095238095,0
Tripura,Dhalai  *,Low Enrolment,Healthy lifecycle engagement,84.0,,,0
Tripura,Gomati,Low Enrolment,Healthy lifecycle engagement,94.625,248.1,569.9,0
Tripura,Khowai,Low Enrolment,Healthy lifecycle engagement,181.05882352941177,62.06896551724138,67.93103448275862,0
Tripura,North Tripura,Medium Enrolment,Healthy lifecycle engagement,100.9119170984456,907.1818181818181,393.3181818181818,0
Tripura,Sepahijala,Medium Enrolment,Healthy lifecycle engagement,41.0716723549488,294.7647058823529,512.8823529411765,0
Tripura,South Tripura,Medium Enrolment,Healthy lifecycle engagement,65.23389830508475,9573.0,5979.0,0
Tripura,Unakoti,Low Enrolment,Healthy lifecycle engagement,135.28205128205127,180.83333333333334,105.05555555555556,0
Tripura,West Tripura,Medium Enrolment,Healthy lifecycle engagement,92.96374622356495,1111.2558139534883,595.9302325581396,0
Uttar Pradesh,Agra,High Enrolment,Healthy lifecycle engagement,15.027932254802831,166.76574307304787,236.54659949622166,0
Uttar Pradesh,Aligarh,High Enrolment,Healthy lifecycle engagement,14.000729305943844,97.64044943820225,257.3460674157303,0
Uttar Pradesh,Allahabad,High Enrolment,Healthy lifecycle engagement,64.92345568487019,4567.357142857143,7317.0,0
Uttar Pradesh,Ambedkar Nagar,High Enrolment,Healthy lifecycle engagement,24.42052565707134,1035.7692307692307,1580.6923076923076,0
Uttar Pradesh,Amethi,High Enrolment,Healthy lifecycle engagement,38.69598633646456,2012.9285714285713,2974.4285714285716,0
Uttar Pradesh,Amroha,High Enrolment,Healthy lifecycle engagement,47.583955223880594,678.8709677419355,1746.516129032258,0
Uttar Pradesh,Auraiya,Medium Enrolment,Healthy lifecycle engagement,57.68292682926829,,,0
Uttar Pradesh,Ayodhya,Medium Enrolment,Mixed or transitional pattern,5.758314855875832,104.24137931034483,309.0689655172414,1
Uttar Pradesh,Azamgarh,High Enrolment,Healthy lifecycle engagement,10.753538965876919,415.56081081081084,599.2702702702703,0
Uttar Pradesh,Baghpat,High Enrolment,Healthy lifecycle engagement,18.725930680359436,158.88888888888889,312.5353535353535,0
Uttar Pradesh,Bahraich,High Enrolment,"High enrolment, weak engagement",6.186589103646713,23.57752403846154,41.54086538461539,1
Uttar Pradesh,Ballia,High Enrolment,Healthy lifecycle engagement,28.982621648460775,1926.6521739130435,2432.8695652173915,0
Uttar Pradesh,Balrampur,High Enrolment,Healthy lifecycle engagement,11.03337041156841,202.36567164179104,334.4029850746269,0
Uttar Pradesh,Banda,High Enrolment,Healthy lifecycle engagement,12.643706777316735,189.54166666666666,270.43055555555554,0
Uttar Pradesh,Bara Banki,High Enrolment,Healthy lifecycle engagement,68.6475155279503,1272.375,2081.25,0
Uttar Pradesh,Barabanki,Medium Enrolment,Mixed or transitional pattern,0.7115384615384616,47.80769230769231,44.40384615384615,1
Uttar Pradesh,Bareilly,High Enrolment,Healthy lifecycle engagement,20.993360733480873,168.82222222222222,470.2952380952381,0
Uttar Pradesh,Basti,High Enrolment,Healthy lifecycle engagement,28.87683125339121,1248.16,1831.32,0
Uttar Pradesh,Bhadohi,Low Enrolment,Healthy lifecycle engagement,29.597826086956523,,,0
Uttar Pradesh,Bijnor,High Enrolment,Healthy lifecycle engagement,69.70374923171481,1208.2291666666667,2897.1458333333335,0
Uttar Pradesh,Budaun,High Enrolment,Healthy lifecycle engagement,13.279244424214838,151.62048192771084,642.5481927710844,0
Uttar Pradesh,Bulandshahar,Low Enrolment,"Low enrolment, weak engagement",0.5714285714285714,,,1
Uttar Pradesh,Bulandshahr,High Enrolment,Healthy lifecycle engagement,29.71193988310604,341.091743119266,1006.394495412844,0
Uttar Pradesh,Chandauli,High Enrolment,Healthy lifecycle engagement,16.27990746860542,157.3310344827586,361.31724137931036,0
Uttar Pradesh,Chitrakoot,Medium Enrolment,Healthy lifecycle engagement,48.44035346097202,5234.333333333333,8775.0,0
Uttar Pradesh,Deoria,High Enrolment,Healthy lifecycle engagement,25.36021505376344,896.3962264150944,1075.0,0
Uttar Pradesh,Etah,High Enrolment,Healthy lifecycle engagement,16.971640348050276,146.25190839694656,244.99236641221373,0
Uttar Pradesh,Etawah,High Enrolment,Healthy lifecycle engagement,25.931533903884134,359.40983606557376,612.2131147540983,0
Uttar Pradesh,Faizabad,High Enrolment,Healthy lifecycle engagement,48.25587958607714,22849.0,38699.0,0
Uttar Pradesh,Farrukhabad,Medium Enrolment,Healthy lifecycle engagement,37.454867256637165,616.5555555555555,1387.4444444444443,0
Uttar Pradesh,Fatehpur,High Enrolment,Healthy lifecycle engagement,16.790380047505938,256.9251700680272,416.3333333333333,0
Uttar Pradesh,Firozabad,High Enrolment,Healthy lifecycle engagement,21.304661851608667,327.27272727272725,1147.7402597402597,0
Uttar Pradesh,Gautam Buddha Nagar,High Enrolment,Healthy lifecycle engagement,6.043080737641407,71.39186295503212,230.79443254817988,0
Uttar Pradesh,Ghaziabad,High Enrolment,Healthy lifecycle engagement,13.190030163518019,318.5,715.7105263157895,0
Uttar Pradesh,Ghazipur,High Enrolment,Healthy lifecycle engagement,26.41819515774028,3958.0,6669.818181818182,0
Uttar Pradesh,Gonda,High Enrolment,Healthy lifecycle engagement,20.414551164616594,216.02094240837695,383.5759162303665,0
Uttar Pradesh,Gorakhpur,High Enrolment,Healthy lifecycle engagement,9.126944525975931,233.88392857142858,265.9166666666667,0
Uttar Pradesh,Hamirpur,Medium Enrolment,Healthy lifecycle engagement,48.310463121783876,1313.2727272727273,2197.090909090909,0
Uttar Pradesh,Hapur,High Enrolment,Healthy lifecycle engagement,17.16470588235294,497.25925925925924,977.8148148148148,0
Uttar Pradesh,Hardoi,High Enrolment,Healthy lifecycle engagement,14.03395399780942,237.7967032967033,446.3626373626374,0
Uttar Pradesh,Hathras,High Enrolment,Healthy lifecycle engagement,36.46499631540162,312.88461538461536,641.7884615384615,0
Uttar Pradesh,Jalaun,High Enrolment,Healthy lifecycle engagement,31.46788990825688,387.5,599.4827586206897,0
Uttar Pradesh,Jaunpur,High Enrolment,Healthy lifecycle engagement,17.7667606856151,497.6465517241379,724.2241379310345,0
Uttar Pradesh,Jhansi,High Enrolment,Healthy lifecycle engagement,52.46052631578947,1075.6875,1302.25,0
Uttar Pradesh,Jyotiba Phule Nagar,Low Enrolment,"Low enrolment, weak engagement",1.3636363636363635,,,1
Uttar Pradesh,Kannauj,High Enrolment,Healthy lifecycle engagement,22.071967498549043,358.625,688.375,0
Uttar Pradesh,Kanpur Dehat,High Enrolment,Healthy lifecycle engagement,18.211749788672865,126.625,317.7132352941176,0
Uttar Pradesh,Kanpur Nagar,High Enrolment,Healthy lifecycle engagement,9.087609348478914,139.35812133072406,196.54794520547946,0
Uttar Pradesh,Kasganj,High Enrolment,Healthy lifecycle engagement,22.40338028169014,255.46478873239437,350.8169014084507,0
Uttar Pradesh,Kaushambi,High Enrolment,Healthy lifecycle engagement,38.87354085603113,369.5416666666667,957.8958333333334,0
Uttar Pradesh,Kheri,High Enrolment,Healthy lifecycle engagement,14.09029702970297,140.0600706713781,400.63957597173146,0
Uttar Pradesh,Kushinagar,High Enrolment,Healthy lifecycle engagement,26.128013300083126,3258.3125,6303.125,0
Uttar Pradesh,Lalitpur,Medium Enrolment,Healthy lifecycle engagement,61.53710247349823,933.1153846153846,1055.423076923077,0
Uttar Pradesh,Lucknow,High Enrolment,Healthy lifecycle engagement,15.969959946595461,229.64741641337386,383.7720364741641,0
Uttar Pradesh,Maharajganj,High Enrolment,Healthy lifecycle engagement,6.072963723477071,107.88509316770187,196.5310559006211,0
Uttar Pradesh,Mahoba,Medium Enrolment,Healthy lifecycle engagement,60.88916876574307,2987.75,4410.75,0
Uttar Pradesh,Mainpuri,High Enrolment,Healthy lifecycle engagement,9.632152588555858,158.54198473282443,306.3206106870229,0
Uttar Pradesh,Mathura,High Enrolment,Healthy lifecycle engagement,22.73643695014663,530.0169491525423,1109.1186440677966,0
Uttar Pradesh,Mau,High Enrolment,Healthy lifecycle engagement,20.307952622673437,1501.1904761904761,2204.190476190476,0
Uttar Pradesh,Meerut,High Enrolment,Healthy lifecycle engagement,15.079509632224168,294.55555555555554,579.625730994152,0
Uttar Pradesh,Mirzapur,High Enrolment,Healthy lifecycle engagement,33.33123569794051,26879.0,49546.0,0
Uttar Pradesh,Moradabad,High Enrolment,Healthy lifecycle engagement,18.477689055894785,244.36170212765958,560.936170212766,0
Uttar Pradesh,Muzaffarnagar,High Enrolment,Healthy lifecycle engagement,41.996355353075174,617.3611111111111,1072.5833333333333,0
Uttar Pradesh,Pilibhit,High Enrolment,Healthy lifecycle engagement,21.811636791066707,236.73381294964028,664.3597122302158,0
Uttar Pradesh,Pratapgarh,High Enrolment,Healthy lifecycle engagement,37.720323182100685,7138.5,9667.0,0
Uttar Pradesh,Prayagraj,Medium Enrolment,Healthy lifecycle engagement,10.15347721822542,168.39583333333334,353.75,0
Uttar Pradesh,Rae Bareli,High Enrolment,Healthy lifecycle engagement,53.488155668358715,2090.8823529411766,3630.294117647059,0
Uttar Pradesh,Raebareli,Low Enrolment,"Low enrolment, weak engagement",2.0,,,1
Uttar Pradesh,Rampur,High Enrolment,Healthy lifecycle engagement,11.579885877318118,124.81496062992126,410.56692913385825,0
Uttar Pradesh,Saharanpur,High Enrolment,Healthy lifecycle engagement,28.692861820563195,910.2153846153847,1595.4615384615386,0
Uttar Pradesh,Sambhal,High Enrolment,Healthy lifecycle engagement,38.13997477931904,451.04761904761904,1384.5,0
Uttar Pradesh,Sant Kabir Nagar,Medium Enrolment,Healthy lifecycle engagement,33.84201537147737,1794.0,3001.0,0
Uttar Pradesh,Sant Ravidas Nagar,Medium Enrolment,Healthy lifecycle engagement,35.86181434599156,9075.0,12748.5,0
Uttar Pradesh,Sant Ravidas Nagar Bhadohi,Low Enrolment,"Low enrolment, weak engagement",2.1,,,1
Uttar Pradesh,Shahjahanpur,High Enrolment,Healthy lifecycle engagement,10.836838288614938,87.22005571030641,258.7632311977716,0
Uttar Pradesh,Shamli,High Enrolment,Healthy lifecycle engagement,53.95900755124056,1191.25,1944.2083333333333,0
Uttar Pradesh,Shrawasti,High Enrolment,Healthy lifecycle engagement,17.231936854887675,193.96428571428572,462.64285714285717,0
Uttar Pradesh,Siddharthnagar,High Enrolment,Healthy lifecycle engagement,10.780806979280262,139.23706896551724,214.94396551724137,0
Uttar Pradesh,Sitapur,High Enrolment,Healthy lifecycle engagement,17.427584741260226,96.05400372439479,189.5195530726257,0
Uttar Pradesh,Sonbhadra,Medium Enrolment,Healthy lifecycle engagement,70.31353919239905,12839.5,21397.0,0
Uttar Pradesh,Sultanpur,High Enrolment,Healthy lifecycle engagement,15.762705923589204,278.0660377358491,404.08490566037733,0
Uttar Pradesh,Unnao,High Enrolment,Healthy lifecycle engagement,13.032965074839629,193.78378378378378,333.1126126126126,0
Uttar Pradesh,Varanasi,High Enrolment,Healthy lifecycle engagement,9.185270161752896,157.56049382716049,219.83703703703705,0
Uttarakhand,Almora,Low Enrolment,Healthy lifecycle engagement,352.75757575757575,12022.0,8261.0,0
Uttarakhand,Bageshwar,Low Enrolment,Healthy lifecycle engagement,364.375,,,0
Uttarakhand,Chamoli,Low Enrolment,Healthy lifecycle engagement,501.2105263157895,6013.5,3511.5,0
Uttarakhand,Champawat,Low Enrolment,Healthy lifecycle engagement,211.18421052631578,,,0
Uttarakhand,Dehradun,High Enrolment,Healthy lifecycle engagement,47.91006423982869,476.6698113207547,507.35849056603774,0
Uttarakhand,Hardwar,Low Enrolment,Healthy lifecycle engagement,12.6,,,0
Uttarakhand,Haridwar,Medium Enrolment,Healthy lifecycle engagement,121.39462809917356,2277.9375,2502.3125,0
Uttarakhand,Nainital,Medium Enrolment,Healthy lifecycle engagement,145.0928961748634,464.0,621.8269230769231,0
Uttarakhand,Pauri Garhwal,Medium Enrolment,Healthy lifecycle engagement,287.8269230769231,7421.5,6145.0,0
Uttarakhand,Pithoragarh,Low Enrolment,Healthy lifecycle engagement,315.3529411764706,2403.2,1665.6,0
Uttarakhand,Rudraprayag,Low Enrolment,Healthy lifecycle engagement,317.4583333333333,,,0
Uttarakhand,Tehri Garhwal,Medium Enrolment,Healthy lifecycle engagement,148.390243902439,22371.0,15431.0,0
Uttarakhand,Udham Singh Nagar,Medium Enrolment,Healthy lifecycle engagement,192.4140127388535,8405.2,19245.2,0
Uttarakhand,Uttarkashi,Low Enrolment,Healthy lifecycle engagement,192.45833333333334,4476.5,2665.0,0
WEST BENGAL,HOOGHLY,Low Enrolment,"Low enrolment, weak engagement",1.0,,,1
West  Bengal,Hooghly,Low Enrolment,"Low enrolment, weak engagement",0.25,,,1
West Bangal,Howrah,Low Enrolment,"Low enrolment, weak engagement",2.0,,,1
West Bengal,Alipurduar,High Enrolment,"High enrolment, weak engagement",1.9966577540106951,10.888524590163934,18.59016393442623,3
West Bengal,Bankura,High Enrolment,Healthy lifecycle engagement,53.745318352059925,1492.1379310344828,2945.310344827586,0
West Bengal,Barddhaman,High Enrolment,Healthy lifecycle engagement,57.80800727934486,27179.333333333332,31514.333333333332,0
West Bengal,Bardhaman,Medium Enrolment,Healthy lifecycle engagement,13.988165680473372,,,0
West Bengal,Birbhum,High Enrolment,Healthy lifecycle engagement,41.46288209606987,710.6470588235294,1276.1176470588234,0
West Bengal,Cooch Behar,High Enrolment,Healthy lifecycle engagement,9.708868501529052,141.69655172413792,438.06206896551726,0
West Bengal,Dakshin Dinajpur,High Enrolment,Healthy lifecycle engagement,40.491916859122405,453.05,1285.375,0
West Bengal,Darjeeling,High Enrolment,"High enrolment, weak engagement",5.932092004381161,39.420183486238535,51.5743119266055,1
West Bengal,Darjiling,Low Enrolment,Healthy lifecycle engagement,6.0,,,0
West Bengal,East Midnapore,Medium Enrolment,Healthy lifecycle engagement,54.69421487603306,14047.0,12558.0,0
West Bengal,HOWRAH,Low Enrolment,"Low enrolment, weak engagement",0.0,,,1
West Bengal,Haora,Medium Enrolment,Healthy lifecycle engagement,12.635568513119534,,,0
West Bengal,Hawrah,Low Enrolment,"Low enrolment, weak engagement",1.0,,,1
West Bengal,Hooghly,High Enrolment,Healthy lifecycle engagement,37.129606099110546,1071.0,1533.623188405797,0
West Bengal,Howrah,High Enrolment,Healthy lifecycle engagement,26.606328182487122,1587.8666666666666,2105.6666666666665,0
West Bengal,Hugli,Low Enrolment,"Low enrolment, weak engagement",3.6153846153846154,,,1
West Bengal,Jalpaiguri,High Enrolment,Healthy lifecycle engagement,12.358937885253674,134.07823129251702,334.95238095238096,0
West Bengal,Jhargram,Low Enrolment,Healthy lifecycle engagement,16.83783783783784,99.6842105263158,221.42105263157896,0
West Bengal,Kalimpong,Low Enrolment,"Low enrolment, weak engagement",2.2097902097902096,2.7733333333333334,17.666666666666668,3
West Bengal,Koch Bihar,Medium Enrolment,Mixed or transitional pattern,5.664041994750656,2628.0,11633.333333333334,1
West Bengal,Kolkata,High Enrolment,Healthy lifecycle engagement,9.101271372205174,141.7265415549598,160.21447721179624,0
West Bengal,Malda,High Enrolment,Healthy lifecycle engagement,20.75,1291.3142857142857,3520.9714285714285,0
West Bengal,Maldah,Medium Enrolment,Healthy lifecycle engagement,13.370558375634518,,,0
West Bengal,Medinipur,Low Enrolment,Healthy lifecycle engagement,10.0,,,0
West Bengal,Murshidabad,High Enrolment,Healthy lifecycle engagement,46.93520942408377,17249.333333333332,39310.5,0
West Bengal,Nadia,High Enrolment,Healthy lifecycle engagement,22.601187263896385,156.4788029925187,252.72319201995012,0
West Bengal,North 24 Parganas,High Enrolment,Healthy lifecycle engagement,35.7922794117647,398.72030651341,646.2030651340996,0
West Bengal,North Dinajpur,Low Enrolment,"Low enrolment, weak engagement",5.916666666666667,,,1
West Bengal,North Twenty Four Parganas,Medium Enrolment,Healthy lifecycle engagement,15.49655172413793,8758.0,10206.0,0
West Bengal,Paschim Bardhaman,Low Enrolment,Healthy lifecycle engagement,24.39316239316239,425.2307692307692,736.0,0
West Bengal,Paschim Medinipur,High Enrolment,Healthy lifecycle engagement,38.6849710982659,3438.3333333333335,6838.277777777777,0
West Bengal,Purba Bardhaman,Medium Enrolment,Healthy lifecycle engagement,26.03267973856209,214.09677419354838,509.2903225806452,0
West Bengal,Purba Medinipur,High Enrolment,Healthy lifecycle engagement,98.56312625250501,4307.692307692308,4613.461538461538,0
West Bengal,Purulia,Low Enrolment,Healthy lifecycle engagement,8.054347826086957,,,0
West Bengal,Puruliya,High Enrolment,Healthy lifecycle engagement,22.689959839357428,1400.25,2766.78125,0
West Bengal,South 24 Parganas,High Enrolment,Healthy lifecycle engagement,29.68920353982301,2059.872340425532,5459.510638297872,0
West Bengal,South Dinajpur,Low Enrolment,Healthy lifecycle engagement,22.0,,,0
West Bengal,South Twenty Four Parganas,Medium Enrolment,Healthy lifecycle engagement,17.987046632124354,19412.0,20490.0,0
West Bengal,Uttar Dinajpur,High Enrolment,Healthy lifecycle engagement,6.278407720144752,178.19291338582678,705.0,0
West Bengal,West Midnapore,Medium Enrolment,Healthy lifecycle engagement,16.257009345794394,10881.0,15939.0,0
West Bengal,hooghly,Low Enrolment,"Low enrolment, weak engagement",3.0,,,1
West bengal,hooghly,Low Enrolment,"Low enrolment, weak engagement",2.0,,,1
Westbengal,Hooghly,Low Enrolment,"Low enrolment, weak engagement",2.0,,,1
